Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000fGlxwAAC,TurkeyLR:537,Banner,2016-04-01,2016-04-15,1131,Akbank20164Akbank Click to CallReklamstoreMC,Net Cost (Calc Margin),MediaTrader,Reklamstore,3000,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.4695,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGlypAAC,TurkeyLR:758,Banner,2016-04-08,2016-04-30,2400,Lassa20164Lassa Satis NisanPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2400,012i0000001EB0yAAG
0063100000fGm4vAAC,TurkeyLR:761,Banner,2016-07-01,2016-07-31,76,TFKB20167TFKB TFX Target TemmuzMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,38,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm7kAAC,TurkeyLR:1175,Banner,2016-10-01,2016-10-30,827.2,Renault201610Renault Megane Sedan 11 EkimMynetMEC,Net Cost (Calc Margin),MediaTrader,Mynet,1667,500,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.3956,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,666.67,012i0000001EB0yAAG
0063100000fGm3dAAC,TurkeyLR:1888,Banner,2016-05-01,2016-05-31,386,Elca Kozmetik20165Aveda Babalar GunuMaxadMS,Net Cost (Calc Margin),MediaTrader,Maxad,5000,122,Externally Managed,Triggers,Kadin,0.4,CPC,0.6839,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG
0063100000fGm5EAAS,TurkeyLR:1950,Banner,2016-08-01,2016-08-30,4514,Akbank20168Akbank Yatirim Hizmetleri AgustosAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,10000,2000,Externally Managed,Triggers,Finans,0.4,CPC,0.5569,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,4000,012i0000001EB0yAAG
0063100000fGlybAAC,TurkeyLR:1714,Banner,2016-04-29,2016-04-30,796,Zorlu PSM20164Zorlu PSM World Anneler GunuTurkTicaretMC,Net Cost (Calc Margin),MediaTrader,TurkTicaret,4000,582.3,Externally Managed,Triggers,Kadin,0.4,CPC,0.2685,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm8ZAAS,TurkeyLR:1841,Banner,2016-11-01,2016-11-30,326.4,MAC201611MAC KasimReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,0,0,Externally Managed,Triggers,Kadin,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlxYAAS,TurkeyLR:28,Banner,2016-03-03,2016-03-31,1286.4,Vodafone20163Vodafone 52 HaftaDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,3000,526,Externally Managed,Triggers,Kobi,0.4,CPC,0.5911,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm3sAAC,TurkeyLR:684,Banner,2016-06-01,2016-06-30,2600,Saxo Capital20166Saxo Capital Trader Go Native HaziranLigatusMX,Net Cost (Calc Margin),MediaTrader,Ligatus,3000,1430,Externally Managed,Triggers,Finans,0.8,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2400,012i0000001EB0yAAG
0063100000fGlxvAAC,TurkeyLR:1573,Banner,2016-04-01,2016-04-14,2012.5,RedBull20164Anadolu Break IstanbulMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,4000,800,Externally Managed,Triggers,Kadin,0.5,CPC,0.6025,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm7YAAS,TurkeyLR:1825,Banner,2016-10-01,2016-10-30,1062.4,Castrol201610Castrol Carama EkimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,4000,800,Externally Managed,Triggers,Otomotiv,0.6,CPC,0.247,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGlxHAAS,TurkeyLR:115,Banner,2016-03-01,2016-03-31,40,Elca Kozmetik20163Clinique MartAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,2500,58.52,Externally Managed,Triggers,RTB,0.4,CPC,-0.463,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm6VAAS,TurkeyLR:442,Banner,2016-09-09,2016-09-30,0,Vodafone20169Vodafone Red Yazlik Mekanlar EylulMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,4000,0,Externally Managed,Triggers,Teknoloji,0.8,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3200,012i0000001EB0yAAG
0063100000fGm7lAAC,TurkeyLR:514,Banner,2016-10-01,2016-10-30,1869,Renault201610Renault Megane Sedan 11 Native EkimLigatusMEC,Net Cost (Calc Margin),MediaTrader,Ligatus,1667,1000,Externally Managed,Triggers,Otomotiv,1,CPC,0.465,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1666.67,012i0000001EB0yAAG
0063100000fGm83AAC,TurkeyLR:1047,Banner,2016-11-01,2016-11-18,3835,Avivasa201611Avivasa Native KasimLigatusMC,Net Cost (Calc Margin),MediaTrader,Ligatus,5667,1700.1,Externally Managed,Triggers,Finans,0.7,CPC,0.5567,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3966.9,012i0000001EB0yAAG
0063100000fGm5hAAC,TurkeyLR:1062,Banner,2016-08-04,2016-08-31,1344,Vodafone20168Vodafone Tolkien Gandalf AgustosMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,3333,1000,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.256,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGm7aAAC,TurkeyLR:1868,Banner,2016-10-01,2016-10-30,2188,Clinique201610Clinique EkimAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.543,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2000,012i0000001EB0yAAG
0063100000fGm3XAAS,TurkeyLR:293,Banner,2016-06-01,2016-06-20,1481.2,"Vodafone20166Vodafone Regional 4,5GMedyanetMS",Net Cost (Calc Margin),MediaTrader,Medyanet,5000,41.6,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.9719,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm78AAC,TurkeyLR:321,Ekim Reporting,2016-10-01,2016-10-30,0,Michelin201610Michelin Cross Climate Standart EkimBannerConnectMEC,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,174.71,Externally Managed,Triggers,Otomotiv,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,6600,012i0000001EB0yAAG
0063100000fGm3NAAS,TurkeyLR:396,Banner,2016-06-01,2016-06-17,100,TFKB20166TFKB TFX TargetPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,3500,50,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1400,012i0000001EB0yAAG
0063100000fGm3EAAS,TurkeyLR:842,Banner,2016-05-05,2016-05-31,6153.6,Renault20165Renault LCVAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,20000,4000,Externally Managed,Triggers,Kadin,0.3,CPC,0.35,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,6000,012i0000001EB0yAAG
0063100000fGlwdAAC,TurkeyLR:960,Banner,2016-02-01,2016-02-29,0,Elca Kozmetik20162Clinique SubatAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,0,197,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlxOAAS,TurkeyLR:1072,Banner,2016-03-18,2016-03-31,1000,Akbank20163Akbank Axess Akaryakit MarketDeskfiveMC,Net Cost (Calc Margin),MediaTrader,Deskfive,2500,344.6,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.6554,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlycAAC,TurkeyLR:1246,Banner,2016-04-01,2016-04-30,1000,Cosmetica20164Cosmetica NisanMedyanetMX,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,164.4,Externally Managed,Triggers,Kadin,0.5,CPC,0.8356,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,500,012i0000001EB0yAAG
0063100000fGm4iAAC,TurkeyLR:1927,Banner,2016-07-01,2016-07-31,4203.2,Michelin20167Michelin Prepurchase Standart TemmuzReklamStoreMEC,Net Cost (Calc Margin),MediaTrader,ReklamStore,10000,2000,Externally Managed,Triggers,Otomotiv,0.4,CPC,0.5242,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGm3EAAS,TurkeyLR:746,Banner,2016-05-05,2016-05-31,1161.3,Renault20165Renault LCVMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,774.2,Externally Managed,Triggers,Kadin,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1500,012i0000001EB0yAAG
0063100000fGm2yAAC,TurkeyLR:1653,Banner,2016-05-24,2016-05-31,2230,KFC20165KFC 2 BoxAdmaticMX,Net Cost (Calc Margin),MediaTrader,Admatic,5000,1000,Externally Managed,Triggers,Kadin,0.5,CPC,0.5516,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2500,012i0000001EB0yAAG
0063100000fGm4TAAS,TurkeyLR:1867,Banner,2016-07-01,2016-07-31,6.4,Elca Kozmetik20167Clinique TemmuzTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,0,0,Externally Managed,Triggers,Kadin,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlxeAAC,TurkeyLR:323,Banner,2016-02-22,2016-02-29,873.6,Vodafone20162Vodafone Fillbox Wave 2AdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,3000,600,Externally Managed,Triggers,Dizi,0.4,CPC,0.3132,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm72AAC,TurkeyLR:375,Banner,2016-10-01,2016-10-30,1250,RedBull201610Redbull Mind Game Bursa EkimGoClickMEC,Net Cost (Calc Margin),MediaTrader,GoClick,1200,300,Externally Managed,Triggers,LifeStyle,0.6,CPC,0.76,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,720,012i0000001EB0yAAG
0063100000fGlxVAAS,TurkeyLR:826,Banner,2016-03-10,2016-03-31,637.2,Lufthansa20163Lufthansa Baseline MartDeskfiveMS,Net Cost (Calc Margin),MediaTrader,Deskfive,6000,318.6,Externally Managed,Triggers,Seyahat,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGm6HAAS,TurkeyLR:981,Banner,2016-09-01,2016-09-30,843.27,MAC20169MAC EylulAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,230,Externally Managed,Triggers,Kadin,0.4,CPC,0.7273,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlykAAC,TurkeyLR:1240,Banner,2016-04-22,2016-04-30,819.6,Vodafone20164Vodafone Heroes Samsung DisplayMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2000,400,Externally Managed,Triggers,Kadin,0.4,CPC,0.512,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG
0063100000fGm50AAC,TurkeyLR:1614,Banner,2016-08-04,2016-08-24,3440,Vodafone20168Vodafone Roaming AgustosPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,10000,1720,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGlxCAAS,TurkeyLR:1720,Banner,2016-03-09,2016-03-25,1333.6,Saxo Capital20163Saxo Capital TradingMedyanetMX,Net Cost (Calc Margin),MediaTrader,Medyanet,1666,1000,Externally Managed,Triggers,Ekonomi,0.8,CPC,0.2501,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1332.8,012i0000001EB0yAAG
0063100000fGlwrAAC,TurkeyLR:1779,Mobile Banner,2016-02-04,2016-02-29,2240,Vodafone201624.5G Optin MobilMoveMS,Net Cost (Calc Margin),MediaTrader,Move,5600,1400,Externally Managed,Triggers,V.Kullanicilari,0.4,CPC,0.375,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2240,012i0000001EB0yAAG
0063100000fGm3lAAC,TurkeyLR:1843,Banner,2016-06-01,2016-06-30,811.2,Elca Kozmetik20166Estee Lauder HaziranMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,405.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlwLAAS,TurkeyLR:664,Banner,2016-01-15,2016-01-31,2622,Vodafone20161Vodafone Yazar Kasa PosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,7200,1638.52,Externally Managed,Triggers,RTB,0.4,CPC,0.3751,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2880,012i0000001EB0yAAG
0063100000fGm6gAAC,TurkeyLR:1784,Banner,2016-09-01,2016-09-30,-114.8,Altinbas20169Altinbas Elmas Kampanyasi EylulMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,3750,750,Externally Managed,Triggers,Finans,0.6,CPC,7.5331,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2250,012i0000001EB0yAAG
0063100000fGlyqAAC,TurkeyLR:88,Banner,2016-04-09,2016-04-30,1386.6,Renault20164Renault Satis NisanPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,10000,924.4,Externally Managed,Triggers,Kadin,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGlxqAAC,TurkeyLR:838,Banner,2016-04-01,2016-04-04,1232.4,Teknosa20164Teknosa Turuncu Indirim 1-4 NisanPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,3000,600,Externally Managed,Triggers,Kadin,0.4,CPC,0.5131,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1200,012i0000001EB0yAAG
0063100000fGlxbAAC,TurkeyLR:1296,Banner,2016-02-15,2016-02-29,5978.8,Vodafone20162Vodafone BJKAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,20000,4000,Externally Managed,Triggers,Erkek,0.4,CPC,0.331,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,8000,012i0000001EB0yAAG
0063100000fGm5XAAS,TurkeyLR:1781,Banner,2016-08-11,2016-08-30,955.2,Vodafone20168Vodafone Donusen Tarife Contextual AgustosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,11667,35.28,Externally Managed,Triggers,Non VDF,0.8,CPC,0.9631,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,9333.33,012i0000001EB0yAAG
0063100000fGm5UAAS,TurkeyLR:1818,Banner,2016-08-01,2016-08-30,0,GE20168GE Faz2 AgustosNtvMEC,Net Cost (Calc Margin),MediaTrader,Ntv,0,0,Externally Managed,Triggers,Teknoloji,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,0,012i0000001EB0yAAG
0063100000fGm5lAAC,TurkeyLR:68,Banner,2016-08-11,2016-09-11,1874.4,Vodafone20168Vodafone Cihaz Indirimi AgustosAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,9000,937.2,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3600,012i0000001EB0yAAG
0063100000fGm3PAAS,TurkeyLR:607,Banner,2016-06-01,2016-06-19,1820.8,Mavi20166Mavi Yaz Indirimi 16-19AdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,4000,800,Externally Managed,Triggers,Kadin,0.4,CPC,0.5606,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1600,012i0000001EB0yAAG
0063100000fGm5gAAC,TurkeyLR:972,Banner,2016-08-04,2016-08-31,3112,Vodafone20168Vodafone Red Yazlik Mekanlar AgustosReklamStoreMS,Net Cost (Calc Margin),MediaTrader,ReklamStore,6000,1200,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.6144,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGPjvAAG,TurkeyLR:1603,Banner,2016-05-06,2016-05-31,411.6,Lufthansa20165Lufthansa BaselineMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,3333,308.7,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1333.33,012i0000001EB0yAAG
0063100000fGm2hAAC,TurkeyLR:1887,Banner,2016-05-04,2016-05-31,2964.4,KKB20165KKB TVCGoClickMC,Net Cost (Calc Margin),MediaTrader,GoClick,6818,1500,Externally Managed,Triggers,Kadin,0.4,CPC,0.494,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2727.27,012i0000001EB0yAAG
0063100000fGm8jAAC,TurkeyLR:294,Banner,2016-11-01,2016-11-30,10.8,EsteeLauder201611Estee Lauder KasimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,10000,5.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,4000,012i0000001EB0yAAG
0063100000fGlz3AAC,TurkeyLR:632,Banner,2016-04-08,2016-04-30,2323,Bridgestone20164Bridgestone Data TargetingPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.4834,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2400,012i0000001EB0yAAG
0063100000fGlxVAAS,TurkeyLR:1280,Banner,2016-03-10,2016-03-31,910.8,Lufthansa20163Lufthansa Baseline MartAngelfishMS,Net Cost (Calc Margin),MediaTrader,Angelfish,8000,197.75,Externally Managed,Triggers,Seyahat,0.4,CPC,0.7829,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3200,012i0000001EB0yAAG
0063100000fGm7CAAS,TurkeyLR:1399,Banner,2016-10-01,2016-10-30,4000.2,Nike201610Nike Football Training EkimLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,10000,1943.7,Externally Managed,Triggers,Spor,0.6,CPC,0.5141,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,6000,012i0000001EB0yAAG
0063100000fGm30AAC,TurkeyLR:1835,Banner,2016-05-13,2016-05-31,1858.2,Vodafone20165Vodafone Cepte WifiPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,7000,1400,Externally Managed,Triggers,Kadin,0.4,CPC,0.2466,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2800,012i0000001EB0yAAG
0063100000fGm5DAAS,TurkeyLR:1939,Banner,2016-08-01,2016-08-30,984,Akbank20168Akbank Vdf Kobi Isbirligi AgustosMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,492,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlyYAAS,TurkeyLR:403,Banner,2016-04-13,2016-04-30,2067.6,Akbank20164Akbank Tradeall DisplayAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,9000,878.27,Externally Managed,Triggers,Kadin,0.4,CPC,0.5752,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3600,012i0000001EB0yAAG
0063100000fGlyQAAS,TurkeyLR:952,Banner,2015-12-01,2015-12-31,0,KKB20151KKB Ticari CekMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,3000,88.8,Externally Managed,Triggers,RON,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlxUAAS,TurkeyLR:1025,Banner,2016-03-01,2016-03-31,2000.4,Burgan20163Burgan FX TradeMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5001,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlyjAAC,TurkeyLR:1705,Banner,2016-04-08,2016-04-30,4868.5,Bridgestone20164Bridgestone NativeMaxadMC,Net Cost (Calc Margin),MediaTrader,Maxad,9000,2700,Externally Managed,Triggers,Kadin,0.5,CPC,0.4454,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,4500,012i0000001EB0yAAG
0063100000fGm3PAAS,TurkeyLR:162,Banner,2016-06-01,2016-06-19,1022.8,Mavi20166Mavi Yaz Indirimi 16-19PopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,2500,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.5111,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1000,012i0000001EB0yAAG
0063100000fGm5AAAS,TurkeyLR:187,Banner,2016-08-01,2016-08-30,2622.4,Akbank20168Akbank BKE AgustosPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,7500,1500,Externally Managed,Triggers,Finans,0.4,CPC,0.428,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGlxKAAS,TurkeyLR:355,Banner,2016-03-01,2016-03-31,1360.4,Elca Kozmetik20163MAC MartAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,4000,1020.3,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1600,012i0000001EB0yAAG
0063100000fGm5lAAC,TurkeyLR:671,Banner,2016-08-11,2016-09-11,701.2,Vodafone20168Vodafone Cihaz Indirimi AgustosMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,4000,525.9,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm79AAC,TurkeyLR:1357,Text (Temmuz),2016-10-01,2016-10-30,0,Ikea201610IKEA #AramizdaCozduk EkimGrapeshootMEC,Net Cost (Calc Margin),MediaTrader,Grapeshoot,1667,36.22,Externally Managed,Triggers,Alisveris,0.5,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Contextual,Digital,833.33,012i0000001EB0yAAG
0063100000fGlyhAAC,TurkeyLR:1058,Banner,2016-04-04,2016-04-30,4326,Nike20164Nike VictoryGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,13636,1586.2,Externally Managed,Triggers,Kadin,0.6,CPC,0.6333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,8181.82,012i0000001EB0yAAG
0063100000fGm53AAC,TurkeyLR:1220,Banner,2016-08-01,2016-08-30,1015.2,Mavi20168Mavi % 50 Indirim AgustosPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,4500,507.6,Externally Managed,Triggers,Alisveris,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1800,012i0000001EB0yAAG
0063100000fGlw2AAC,TurkeyLR:1417,Banner,2016-01-01,2016-01-31,1519.6,Elca Kozmetik20161EsteeLauder OcakLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,4000,949.75,Externally Managed,Triggers,Women,0.4,CPC,0.375,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1600,012i0000001EB0yAAG
0063100000fGm5CAAS,TurkeyLR:94,Banner,2016-08-01,2016-08-30,3002,Akbank20168Akbank Neo Kart AgustosPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,7500,1500,Externally Managed,Triggers,Finans,0.4,CPC,0.5003,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGlyBAAS,TurkeyLR:770,Banner,2016-04-14,2016-04-30,170.8,Elca Kozmetik20164Bobbi Brown Avantajli UrunlerLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,1667,128.1,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,666.67,012i0000001EB0yAAG
0063100000fGlyoAAC,TurkeyLR:879,Banner,2016-04-18,2016-04-30,23.2,Vodafone20164Vodafone Yari MaratonReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,5000,11.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlvxAAC,TurkeyLR:979,Banner,2016-01-01,2016-01-14,2400,Vodafone20161Vodafone Project FalconReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,6000,1200,Externally Managed,Triggers,Genclik,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGm3kAAC,TurkeyLR:1581,Banner,2016-06-01,2016-06-30,529.2,Elca Kozmetik20166Clinique New Buyers FocusMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,264.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm2dAAC,TurkeyLR:1583,Banner,2016-05-01,2016-05-31,1523.6,Elca Kozmetik20165Clinique MayisReklamActionMS,Net Cost (Calc Margin),MediaTrader,ReklamAction,0,590,Externally Managed,Triggers,Kadin,0.4,CPC,0.6128,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm2fAAC,TurkeyLR:651,Banner,2016-05-01,2016-05-31,1422.4,Elca Kozmetik20165MAC MayisMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,711.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
