Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000fGlz3AAC,TurkeyLR:1937,Banner,2016-05-01,2016-05-15,940.4,Bridgestone20165Bridgestone Data TargetingMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,470.2,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm8nAAC,TurkeyLR:399,Banner,2016-11-11,2016-11-30,5566,Renault201611Renault Clio Native KasimEngageyaMEC,Net Cost (Calc Margin),MediaTrader,Engageya,22500,2226.4,Externally Managed,Triggers,Otomotiv,0.5,CPC,0.6,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,11250,012i0000001EB0yAAG
0063100000fGm7GAAS,TurkeyLR:1611,Eylul Reporting,2016-10-01,2016-10-30,0,Vodafone201610Vodafone 52 Hafta EkimBannerConnectMS,Net Cost (Calc Margin),MediaTrader,BannerConnect,0,51.99,Externally Managed,Triggers,Iletisim,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Reporting,Digital,2000,012i0000001EB0yAAG
0063100000fGm2XAAS,TurkeyLR:1960,Banner,2016-05-01,2016-05-15,790.2,Lassa20165LassaPopmarkerMC,Net Cost (Calc Margin),MediaTrader,Popmarker,2500,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.3672,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1000,012i0000001EB0yAAG
0063100000fGlwOAAS,TurkeyLR:910,Banner,2016-01-18,2016-01-31,1681.5,Bimeks20161Dell NotebookAppnexusMEC,Net Cost (Calc Margin),MediaTrader,Appnexus,5605,1116.89,Externally Managed,Triggers,RTB,0.3,CPC,0.3358,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1681.5,012i0000001EB0yAAG
0063100000fGlwUAAS,TurkeyLR:1014,Banner,2016-02-09,2016-02-14,240.91,Akbank20162Akbank Sevgililer GunuMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000,200,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.1698,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,400,012i0000001EB0yAAG
0063100000fGlxuAAC,TurkeyLR:310,Banner,2016-04-04,2016-04-14,931.2,Saxo Capital20164Saxo Capital Seminer John HardyLigatusMX,Net Cost (Calc Margin),MediaTrader,Ligatus,1200,600,Externally Managed,Triggers,Kadin,0.8,CPC,0.3557,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,960,012i0000001EB0yAAG
0063100000fGlwTAAS,TurkeyLR:613,Banner,2016-02-03,2016-02-04,1500,Bimeks20162Bimeks BiParaPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,1000,Externally Managed,Triggers,Alisveris,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1500,012i0000001EB0yAAG
0063100000fGm3eAAC,TurkeyLR:1432,Banner,2016-06-01,2016-06-30,1280,Elca Kozmetik20166Aveda Seyahat BoyLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,3333,890,Externally Managed,Triggers,3333,0.4,0.4,0.3047,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,0,012i0000001EB0yAAG
0063100000fGm5xAAC,TurkeyLR:116,Banner,2016-09-10,2016-09-28,2000,Akbank20169Akbank Caz Festivali EylulMedyanetMC,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlxXAAS,TurkeyLR:190,Banner,2016-03-12,2016-03-31,1000,IBM20163IBM Cloud Webcast 2MedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlz3AAC,TurkeyLR:398,Banner,2016-04-08,2016-04-30,500,Bridgestone20164Bridgestone Data TargetingAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,5217,18.38,Externally Managed,Triggers,Kadin,0.4,CPC,0.9632,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2086.8,012i0000001EB0yAAG
0063100000fGlz5AAC,TurkeyLR:757,Mobile Banner,2016-05-10,2016-05-15,1858.2,Vodafone20165Vodafone BJK Karakartal SampiyonlukAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,4000,433.75,Externally Managed,Triggers,Kadin,0.4,CPC,0.7666,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGly0AAC,TurkeyLR:762,Banner,2016-04-12,2016-04-15,713.5,TFKB20164Akilli Hesap NisanPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,4000,313.94,Externally Managed,Triggers,Kadin,0.5,CPC,0.56,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm4QAAS,TurkeyLR:1074,Banner,2016-07-01,2016-07-30,5000,Beymen20167Beymen Colection TemmuzAdmaticMEC,Net Cost (Calc Margin),MediaTrader,Admatic,17000,3400,Externally Managed,Triggers,RON,0.3,CPC,0.32,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,5100,012i0000001EB0yAAG
0063100000fGlxHAAS,TurkeyLR:1564,Banner,2016-03-01,2016-03-31,1880.8,Elca Kozmetik20163Clinique MartAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,1008.52,Externally Managed,Triggers,RTB,0.4,CPC,0.4638,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlweAAC,TurkeyLR:389,Banner,2016-02-01,2016-02-29,16.02,Elca Kozmetik20162Esteelauder SubatAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,260,Externally Managed,Triggers,Kadin,0,CPC,-15.2297,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGlyQAAS,TurkeyLR:590,Banner,2016-03-04,2016-03-31,81.2,KKB20163KKB Ticari CekMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,2000,60.9,Externally Managed,Triggers,Ekonomi,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,800,012i0000001EB0yAAG
0063100000fGm4EAAS,TurkeyLR:614,Banner,2016-07-14,2016-07-17,1820,Mavi20167Mavi %50 Indirim 14 - 17 TemmuzPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,7500,1006.4,Externally Managed,Triggers,Alisveris,0.4,CPC,0.447,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3000,012i0000001EB0yAAG
0063100000fGm5QAAS,TurkeyLR:794,Banner,2016-08-01,2016-08-30,5392.8,Nike20168Nike RIO Olympics AgustosMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,16667,3595.2,Externally Managed,Triggers,Spor,0.45,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,7500,012i0000001EB0yAAG
0063100000fGPjvAAG,TurkeyLR:827,Banner,2016-05-06,2016-05-31,1858.2,Lufthansa20165Lufthansa BaselineAdinteractionMS,Net Cost (Calc Margin),MediaTrader,Adinteraction,10000,2000,Externally Managed,Triggers,Kadin,0.4,CPC,-0.0763,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGm86AAC,TurkeyLR:964,Banner,2016-11-01,2016-11-20,430.8,Vodafone201611Vodafone Avantajli Dukkan Std KasimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,2000,0,Externally Managed,Triggers,Teknoloji,0.6,CPC,1,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1200,012i0000001EB0yAAG
0063100000fGlvzAAC,TurkeyLR:1104,Banner,2016-01-11,2016-01-20,2010.4,Vodafone20161Vodafone Tabata McareMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.5026,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm4bAAC,TurkeyLR:1260,Banner,2016-07-01,2016-07-31,2003.7,Akbank20167Akbank MTV TemmuzAdmaticMC,Net Cost (Calc Margin),MediaTrader,Admatic,6000,1200,Externally Managed,Triggers,Finans,0.4,CPC,0.4011,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2400,012i0000001EB0yAAG
0063100000fGm8eAAC,TurkeyLR:1392,Banner,2016-11-01,2016-11-30,13969,GE201611GE KasimNtvMEC,Net Cost (Calc Margin),MediaTrader,Ntv,10000,3449.5,Externally Managed,Triggers,Teknoloji,0.8,CPC,0.7531,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,8000,012i0000001EB0yAAG
0063100000fGm8gAAC,TurkeyLR:1669,Banner,2016-11-20,2016-11-30,1000,Vodafone201611Vodafone Avantajli Dukkan Faz2 Mobil KasimAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,0,Externally Managed,Triggers,Teknoloji,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,2000,012i0000001EB0yAAG
0063100000fGly9AAC,TurkeyLR:576,Mobile Banner,2016-04-28,2016-04-29,2457.2,Vodafone20164Vodafone LMY Canli YayinMoveMS,Net Cost (Calc Margin),MediaTrader,Move,6000,1500,Externally Managed,Triggers,Kadin,0.4,CPC,0.3895,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2400,012i0000001EB0yAAG
0063100000fGm5EAAS,TurkeyLR:1098,Banner,2016-08-01,2016-08-30,-1640.4,Akbank20168Akbank Yatirim Hizmetleri AgustosAppnexusMC,Net Cost (Calc Margin),MediaTrader,Appnexus,7500,0,Externally Managed,Triggers,Finans,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,3000,012i0000001EB0yAAG
0063100000fGm6SAAS,TurkeyLR:1692,Banner,2016-09-23,2016-09-30,1986.4,Vodafone20169Vodafone Freezone Konserler Izmir Mobil EylulMoveMS,Net Cost (Calc Margin),MediaTrader,Move,3200,800,Externally Managed,Triggers,Genclik,0.4,CPC,0.5973,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1280,012i0000001EB0yAAG
0063100000fGlxKAAS,TurkeyLR:1163,Banner,2016-03-01,2016-03-31,0,Elca Kozmetik20163MAC MartAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,260,Externally Managed,Triggers,Kadin,0,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
0063100000fGm8ZAAS,TurkeyLR:441,Banner,2016-11-01,2016-11-30,682.8,MAC201611MAC KasimMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,341.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1000,012i0000001EB0yAAG
0063100000fGm6bAAC,TurkeyLR:1787,Banner,2016-09-01,2016-09-30,2245.53,Clinique20169Clinique EylulMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.5547,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGlwAAAS,TurkeyLR:1881,Banner,2016-01-11,2016-01-31,2014.4,Akbank20161BKEDeskfiveMC,Net Cost (Calc Margin),MediaTrader,Deskfive,5000,1000,Externally Managed,Triggers,Finans,0.4,CPC,0.5036,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm7gAAC,TurkeyLR:405,Banner,2016-10-01,2016-10-30,4572,Huawei201610Huawei P9 Lite EkimMynetMX,Net Cost (Calc Margin),MediaTrader,Mynet,3333,166.8,Externally Managed,Triggers,Finans,0.5,CPC,0.9635,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1666.67,012i0000001EB0yAAG
0063100000fGm5nAAC,TurkeyLR:414,Banner,2016-09-01,2016-09-24,2324.4,Nike20169Nike Roshe EylulNtvMS,Net Cost (Calc Margin),MediaTrader,Ntv,5000,1937,Externally Managed,Triggers,Teknoloji,0.6,CPC,0.1667,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3000,012i0000001EB0yAAG
0063100000fGlyvAAC,TurkeyLR:330,Banner,2016-01-11,2016-01-31,1026.8,Akbank20161Akbank Ihtiyac KredisiPopMarkerMC,Net Cost (Calc Margin),MediaTrader,PopMarker,4000,513.4,Externally Managed,Triggers,Finans,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1600,012i0000001EB0yAAG
0063100000fGm6PAAS,TurkeyLR:397,Banner,2016-09-09,2016-09-30,777.2,Vodafone20169Vodafone EBU Dominos EylulMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,4000,57,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.9267,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1600,012i0000001EB0yAAG
0063100000fGm6JAAS,TurkeyLR:633,Banner,2016-09-01,2016-09-30,1522.2,Nike20169Nike Bayram EylulAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,4000,507.4,Externally Managed,Triggers,Teknoloji,0.6,CPC,0.6667,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2400,012i0000001EB0yAAG
0063100000fGm43AAC,TurkeyLR:545,Banner,2016-06-01,2016-06-30,2735,Karcher20166Karcher Haziran Basincli Yikama HaziranLigatusMX,Net Cost (Calc Margin),MediaTrader,Ligatus,5000,1396.2,Externally Managed,Triggers,Seyahat,0.6,CPC,0.4895,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,3000,012i0000001EB0yAAG
0063100000fGlwNAAS,TurkeyLR:823,Banner,2016-01-29,2016-01-31,1050,Bimeks20161BiParaDeskfiveMEC,Net Cost (Calc Margin),MediaTrader,Deskfive,3500,700,Externally Managed,Triggers,Teknoloji,0.3,CPC,0.3333,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1050,012i0000001EB0yAAG
0063100000fGlyCAAS,TurkeyLR:864,Banner,2016-04-14,2016-04-30,182,Elca Kozmetik20164Bobbi Brown Lip ColorLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,1667,136.5,Externally Managed,Triggers,Kadin,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,666.8,012i0000001EB0yAAG
0063100000fGm2qAAC,TurkeyLR:1636,Banner,2016-04-18,2016-04-30,8104.6,Visa20164Visa Formulea EReklamstoreMEC,Net Cost (Calc Margin),MediaTrader,Reklamstore,12000,2400,Externally Managed,Triggers,Kadin,0.6,CPC,0.7039,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,7200,012i0000001EB0yAAG
0063100000fGm36AAC,TurkeyLR:291,Banner,2016-05-20,2016-05-31,1858.2,Vodafone20165Vodafone Red GladiatorsPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,12500,2500,Externally Managed,Triggers,Kadin,0.4,CPC,-0.3454,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,5000,012i0000001EB0yAAG
0063100000fGlxWAAS,TurkeyLR:634,Banner,2016-03-09,2016-03-31,335.2,IBM20163IBM Cloud WebcastGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,2273,184.36,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.45,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,909.09,012i0000001EB0yAAG
0063100000fGm5AAAS,TurkeyLR:1726,Banner,2016-08-01,2016-08-30,1146.8,Akbank20168Akbank BKE AgustosMynetMC,Net Cost (Calc Margin),MediaTrader,Mynet,2667,800,Externally Managed,Triggers,Finans,0.4,CPC,0.3024,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1066.67,012i0000001EB0yAAG
0063100000fGlwXAAS,TurkeyLR:556,Banner,2016-02-09,2016-02-14,1750,Altinbas20162Altinbas Sevgililer GunuPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,1000,Externally Managed,Triggers,Alisveris,0.35,CPC,0.4286,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,1750,012i0000001EB0yAAG
0063100000fGPjvAAG,TurkeyLR:865,Banner,2016-02-01,2016-02-29,2815.6,Lufthansa20162Lufthansa BaselineGoClickMS,Net Cost (Calc Margin),MediaTrader,GoClick,4545,847.22,Externally Managed,Triggers,Seyahat,0.4,CPC,0.6991,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1818.18,012i0000001EB0yAAG
0063100000fGm2hAAC,TurkeyLR:930,Banner,2016-05-04,2016-05-31,1481,KKB20165KKB TVCReklamNativeMC,Net Cost (Calc Margin),MediaTrader,ReklamNative,5000,1000,Externally Managed,Triggers,Kadin,0.4,CPC,0.3248,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,2000,012i0000001EB0yAAG
0063100000fGm4tAAC,TurkeyLR:1379,Banner,2016-07-01,2016-07-31,471.6,Vodafone20167Vodafone Residential Apollo TemmuzPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,5000,235.8,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2000,012i0000001EB0yAAG
0063100000fGm3zAAC,TurkeyLR:1793,Banner,2016-06-01,2016-06-30,435.4,Beymen20166Beymen Interstitial HaziranAreklamMEC,Net Cost (Calc Margin),MediaTrader,Areklam,5000,316.4,Externally Managed,Triggers,Alisveris,0.3,CPC,0.2733,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1500,012i0000001EB0yAAG
0063100000fGlvxAAC,TurkeyLR:1901,Banner,2016-01-01,2016-01-14,4000,Vodafone20161Vodafone Project FalconTurkTicaretMS,Net Cost (Calc Margin),MediaTrader,TurkTicaret,10000,1500,Externally Managed,Triggers,Genclik,0.4,CPC,0.625,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4000,012i0000001EB0yAAG
0063100000fGly9AAC,TurkeyLR:1903,Banner,2016-04-28,2016-04-29,1617.2,Vodafone20164Vodafone LMY Canli YayinPopmarkerMS,Net Cost (Calc Margin),MediaTrader,Popmarker,7500,808.6,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3000,012i0000001EB0yAAG
0063100000fGPjvAAG,TurkeyLR:70,Banner,2016-02-01,2016-02-29,1550.4,Lufthansa20162Lufthansa BaselineAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,5000,1211,Externally Managed,Triggers,RTB,0.4,CPC,0.2189,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,2000,012i0000001EB0yAAG
0063100000fGm6iAAC,TurkeyLR:618,Banner,2016-10-01,2016-10-30,496.2,Unico201610Unico Lansman EkimMedyanetMEC,Net Cost (Calc Margin),MediaTrader,Medyanet,7500,165.4,Externally Managed,Triggers,Sigorta,0.6,CPC,0.6667,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,4500,012i0000001EB0yAAG
0063100000fGm2TAAS,TurkeyLR:1387,Banner,2016-05-10,2016-05-15,1381.2,Vodafone20165Vodafone FZ Ankara KonserAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,6000,1200,Externally Managed,Triggers,Kadin,0.4,CPC,0.1312,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,2400,012i0000001EB0yAAG
0063100000fGm7PAAS,TurkeyLR:1461,Text (Temmuz),2016-10-01,2016-10-30,0,Vodafone201610Vodafone Olympia Huawei EkimGrapeshootMS,Net Cost (Calc Margin),MediaTrader,Grapeshoot,9000,36.22,Externally Managed,Triggers,Iletisim,0.5,CPC,0,From spreadsheet: Turkey LR - Campaign Data,Contextual,Digital,4500,012i0000001EB0yAAG
0063100000fGlxzAAC,TurkeyLR:1959,Banner,2016-04-01,2016-04-15,653,TFKB20164Akilli Hesap MartReklamstoreMS,Net Cost (Calc Margin),MediaTrader,Reklamstore,1250,250,Externally Managed,Triggers,Kadin,0.5,CPC,0.6172,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,625,012i0000001EB0yAAG
0063100000fGlx2AAC,TurkeyLR:1408,Banner,2016-02-22,2016-02-29,292.4,Vodafone20162Vodafone Falcon Loyalty VestelMicrosoftMS,Net Cost (Calc Margin),MediaTrader,Microsoft,3000,168.13,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.425,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGlxbAAC,TurkeyLR:168,Banner,2016-02-15,2016-02-29,1003.6,Vodafone20162Vodafone BJKMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Erkek,0.4,CPC,0.5018,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm5fAAC,TurkeyLR:199,Banner,2016-08-01,2016-08-31,0,Elca Kozmetik20168MAC AgustosAppnexusMS,Net Cost (Calc Margin),MediaTrader,Appnexus,2500,0,Externally Managed,Triggers,Kadin,0.4,CPC,0,From spreadsheet: Turkey LR - Campaign Data,RTB,Digital,1000,012i0000001EB0yAAG
0063100000fGlx1AAC,TurkeyLR:434,Banner,2016-02-11,2016-02-29,1001.6,Vodafone20162Vodafone Dil Testi KadinMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,Kadin,0.4,CPC,0.5008,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGlwPAAS,TurkeyLR:1985,Banner,2016-01-22,2016-01-31,1213.5,Bimeks20161SomestrPopmarkerMEC,Net Cost (Calc Margin),MediaTrader,Popmarker,11000,2200,Externally Managed,Triggers,Teknoloji,0.3,CPC,-0.8129,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,3300,012i0000001EB0yAAG
0063100000fGlxYAAS,TurkeyLR:544,Banner,2016-01-01,2016-01-25,1000,Vodafone20161Vodafone 52 HaftaMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,2500,500,Externally Managed,Triggers,ReTargeting,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1000,012i0000001EB0yAAG
0063100000fGm5lAAC,TurkeyLR:478,Banner,2016-08-11,2016-09-11,-6.6,Vodafone20168Vodafone Cihaz Indirimi AgustosLigatusMS,Net Cost (Calc Margin),MediaTrader,Ligatus,4000,0,Externally Managed,Triggers,Teknoloji,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Interstitial,Digital,1600,012i0000001EB0yAAG
0063100000fGm3UAAS,TurkeyLR:976,Mobile Banner,2016-06-01,2016-06-20,3696.4,Vodafone20166Vodafone Ramazan Hurrem MobilAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,8800,2200,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.4048,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3520,012i0000001EB0yAAG
0063100000fGlwLAAS,TurkeyLR:1534,Banner,2016-01-15,2016-01-31,2921.2,Vodafone20161Vodafone Yazar Kasa PosPopMarkerMS,Net Cost (Calc Margin),MediaTrader,PopMarker,7000,1400,Externally Managed,Triggers,Esnaf,0.4,CPC,0.5207,From spreadsheet: Turkey LR - Campaign Data,Overlay,Digital,2800,012i0000001EB0yAAG
0063100000fGm6nAAC,TurkeyLR:1562,Banner,2016-10-01,2016-10-30,1550.4,Saxo Capital201610Saxo Capital Change EkimMedyanetMX,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,516.8,Externally Managed,Triggers,Finans,0.6,CPC,0.6667,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1800,012i0000001EB0yAAG
0063100000fGm7JAAS,TurkeyLR:1659,Banner,2016-10-01,2016-10-30,36,Vodafone201610Vodafone Freezone Konserler Ankara Mobil EylulAdnboostMS,Net Cost (Calc Margin),MediaTrader,Adnboost,100,0,Externally Managed,Triggers,Iletisim,0.4,CPC,1,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,40,012i0000001EB0yAAG
0063100000fGm3hAAC,TurkeyLR:1810,Banner,2016-06-01,2016-06-30,396.8,Elca Kozmetik20166Bobbi Brown Intensive SkinMedyanetMS,Net Cost (Calc Margin),MediaTrader,Medyanet,3000,198.4,Externally Managed,Triggers,Kadin,0.4,CPC,0.5,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1200,012i0000001EB0yAAG
0063100000fGm5mAAC,TurkeyLR:505,Banner,2016-09-01,2016-09-20,1631,TAC20169Linens Raflari Bosaltiyoruz EylulMaxadMC,Net Cost (Calc Margin),MediaTrader,Maxad,2715,950,Externally Managed,Triggers,Tekstil,0.7,CPC,0.4175,From spreadsheet: Turkey LR - Campaign Data,Advertorial,Digital,1900.5,012i0000001EB0yAAG
0063100000fGm30AAC,TurkeyLR:697,Banner,2016-05-13,2016-05-31,4832.4,Vodafone20165Vodafone Cepte WifiAdmaticMS,Net Cost (Calc Margin),MediaTrader,Admatic,7500,1500,Externally Managed,Triggers,Kadin,0.4,CPC,0.6896,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,3000,012i0000001EB0yAAG
0063100000fGlyXAAS,TurkeyLR:812,Mobile Banner,2016-04-14,2016-04-30,1260.4,Akbank20164Akbank Serbest Hesap MobilAdnboostMC,Net Cost (Calc Margin),MediaTrader,Adnboost,3600,900,Externally Managed,Triggers,Kadin,0.4,CPC,0.2859,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,1440,012i0000001EB0yAAG
0063100000fGm6oAAC,TurkeyLR:1170,Banner,2016-10-01,2016-10-30,420,Saxo Capital201610Saxo Capital Change Native EkimMynetMX,Net Cost (Calc Margin),MediaTrader,Mynet,2857,367.5,Externally Managed,Triggers,Finans,0.4,CPC,0.125,From spreadsheet: Turkey LR - Campaign Data,Text-Image,Digital,1142.86,012i0000001EB0yAAG
0063100000fGm4mAAC,TurkeyLR:1850,Banner,2016-07-01,2016-07-31,62,Vodafone20167Vodafone Prepaid Lottery TemmuzMynetMS,Net Cost (Calc Margin),MediaTrader,Mynet,1667,46.5,Externally Managed,Triggers,Teknoloji,0.4,CPC,0.25,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,666.67,012i0000001EB0yAAG
0063100000fGm2fAAC,TurkeyLR:189,Banner,2016-05-01,2016-05-31,1858.2,Elca Kozmetik20165MAC MayisAffoceanMS,Net Cost (Calc Margin),MediaTrader,Affocean,0,430,Externally Managed,Triggers,Kadin,0.4,CPC,0.7686,From spreadsheet: Turkey LR - Campaign Data,Ad bundles,Digital,0,012i0000001EB0yAAG
