Opportunity__c,External_Id__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c
006630000042dGZAAY,-1916844322,Xaxis Display Plus,5/13/2016,5/31/2016,400,Vodafone0516_Cepte_Wifi_interest_Sem_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,500000,400,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.75,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZyAAI,-1161451621,Xaxis Rich Media,3/1/2016,3/18/2016,14.17,Avon0316_Matte_LS_Ligatus_Interstitial_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,3333,14.17,Externally Managed,Triggers,Interstitial,4.25,cpc,-69.5953,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baUAAQ,-301019385,Xaxis Tv,3/7/2016,3/30/2016,1500,Lactamil0316_Emziren_Anneler_Sem_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Sem Digital,50000,1302.15,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.3333,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGJAAY,249469319,Xaxis Display Plus,5/1/2016,5/31/2016,3.56,Michelin0516_Thy_interest_Maxad_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Maxad,1187,3.56,Externally Managed,Triggers,Selected Sites,3,cpc,-99.2527,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baJAAQ,-1344008861,Xaxis Display Plus,3/1/2016,3/30/2016,8800,Burgan0316_Fx_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,5500000,4395,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8749,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baKAAQ,646107029,Xaxis Rich Media,3/1/2016,3/30/2016,2000,Burgan0316_Fx_Digitalm_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,500000,1365.13,Externally Managed,Triggers,Interstitial,4,cpm,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cebAAA,240417386,Xaxis Tv,4/14/2016,4/30/2016,1500,Vodafone0416_Heroes_Samsung_7_Preroll_Bond_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,50000,150,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,-4,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042ceeAAA,-722805111,Xaxis Display Plus,4/25/2016,4/30/2016,800,Vodafone0416_Samsung_Heroes_7_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,1000000,312.67,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYgAAI,2090304369,Xaxis Rich Media,2/1/2016,2/14/2016,2125,Hopi0216_Sevgililer_Gunu_Medyanet_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,500000,1985.24,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042baEAAQ,-1462018374,Xaxis Display Plus,3/18/2016,3/30/2016,1500,Akbank0316_Axess_Akaryakit_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1500000,1500,Externally Managed,Triggers,Selected Sites,1,cpm,0.8,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdXAAQ,-590131215,Xaxis Display Plus,4/2/2016,4/17/2016,1840,Redbull0416_AnadoluBreak_LAL_Adhood_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Adhood,1150000,1948.77,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9115,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceDAAQ,-390849585,Xaxis Display Plus,4/18/2016,4/30/2016,0.43,Visa0416_Formula_E_interest_Maxad_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Maxad,284,0.43,Externally Managed,Triggers,Selected Sites,1.5,cpm,-132.8028,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baUAAQ,-182486162,Xaxis Tv,3/7/2016,3/30/2016,750,Lactamil0316_Emziren_Anneler_Vidyoda_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Vidyoda,25000,297.99,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdgAAA,670310201,Xaxis Rich Media,4/21/2016,4/24/2016,2550,Ikea0416_Peak_Day_interstitial_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,600000,1987,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6606,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZ6AAI,-159281523,Xaxis Display Plus,2/8/2016,2/29/2016,750,Ford0216_Cmax_Bond_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,500000,310,Externally Managed,Triggers,Selected Sites,1.5,cpm,0.2578,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042baCAAQ,1969217586,Xaxis Display Plus,3/8/2016,3/28/2016,800,Vodafone0316_Project_Keops_Medyanet_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1000000,819.94,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.878,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cfsAAA,533396296,Xaxis Display Plus,5/1/2016,5/31/2016,8.75,Beymen0516_Mayis_interest_Ligatus_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,5000,8.75,Externally Managed,Triggers,Selected Sites,1.75,cpc,-107.5714,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYgAAI,1505022968,Xaxis Rich Media,2/1/2016,2/14/2016,1062.5,Hopi0216_Sevgililer_Gunu_DeskFive_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Desk Five,250000,1030.12,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bZ7AAI,-1792796173,Xaxis Display Plus,2/1/2016,2/29/2016,1750,Ford0216_Ekoservis_interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1250000,1494,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.9163,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGeAAI,1394874755,Xaxis Display Plus,5/25/2016,5/31/2016,0,Vodafone516_Top_Up_interest_GoogleAdx_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Google,0,0,Externally Managed,Triggers,Selected Sites,1.5,cpm,0,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdKAAQ,288669971,Xaxis Rich Media,4/1/2016,4/4/2016,1062.5,Teknosa0416_Turuncu_Indirim_faz1_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,250000,1062.5,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYRAAY,-1703711603,Xaxis Rich Media,1/18/2016,1/31/2016,2975,LittleCeasers0116_Lezzet_Imparatorlugu_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,700000,2302.75,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bYDAAY,1951781409,Xaxis Display Plus,1/25/2016,1/31/2016,800,Arzum0116_Face_Cleasing_interest_Clicvol_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Clickvol,500000,349.58,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.6875,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdwAAA,33960335,Xaxis Display Plus,4/8/2016,4/30/2016,1500,Akbank0416_Fintech_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,1500000,1510.03,Externally Managed,Triggers,Selected Sites,1,cpm,0.9007,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042dGkAAI,122494702,Xaxis Tv,5/6/2016,5/31/2016,3640,Dacia0516_Rich_Media_Preroll_Bond_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,91000,3096.72,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.75,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cfhAAA,1292576951,Xaxis Rich Media,5/25/2016,5/29/2016,1700,KFC0516_2Box_Set_interstitial_Acunn_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,400000,1700,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042bXuAAI,501530899,Xaxis Rich Media,1/29/2016,1/31/2016,1700,Teknosa0116_Turuncu_Indirim_Faz5_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,400000,1078,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042cdiAAA,127126265,Xaxis Display Plus,4/5/2016,4/25/2016,5.83,Beymen0416_Nisan_Kampanyasi_interest_Ligatus_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Ligatus,3333,4.73,Externally Managed,Triggers,Selected Sites,1.75,cpc,-170.2383,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cePAAQ,301700099,Xaxis Tv,4/20/2016,4/30/2016,1650,GSK0416_Breathe_Right_Preroll_Adhood_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Adhood,50000,1256,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,-0.1943,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042baGAAQ,-858398404,Xaxis Display Plus,3/1/2016,3/30/2016,1000,Akbank0316_Kobi_Danismanlik_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,1000000,500,Externally Managed,Triggers,Selected Sites,1,cpm,0.6,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042ceUAAQ,1987363169,Xaxis Display Plus,4/21/2016,4/30/2016,4000,GSK0416_Sensodyne_Hypernova_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,4000000,1641,Externally Managed,Triggers,Selected Sites,1,cpm,0.6278,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZKAAY,-625651408,Xaxis Rich Media,2/16/2016,2/29/2016,1062.5,IKEA_Mutfak_Medyanetinterstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,6000,Externally Managed,Triggers,Interstitial,4.25,cpm,0.9792,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceMAAQ,208554369,Xaxis Rich Media,4/1/2016,4/30/2016,2125,Ikea0416_B2B_interstitial_Mynet_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,500000,2125,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceTAAQ,1766630438,Xaxis Tv,4/14/2016,4/30/2016,2145,GSK0416_Parodontax_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Nokta,65000,1524,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.4882,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042ceTAAQ,590233895,Xaxis Tv,4/14/2016,4/30/2016,2145,GSK0416_Parodontax_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,65000,1506,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6064,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042dGYAAY,-390824499,Xaxis Rich Media,5/13/2016,5/31/2016,780,Vodafone0516_Big_bang_Faz2_interstitial_medyanet_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,600000,780,Externally Managed,Triggers,Interstitial,1.3,cpm,0.6154,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceUAAQ,-2092592257,Xaxis Display Plus,4/21/2016,4/30/2016,250,GSK0416_Sensodyne_Hypernova_interest_matrouge_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,250000,250.17,Externally Managed,Triggers,Selected Sites,1,cpm,0.8001,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bXiAAI,71468796,Xaxis Display Plus,1/1/2016,1/31/2016,1600,Akbank0116_MTV_Interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalm,2000000,1188,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6817,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cehAAA,791319196,Xaxis Display Plus,4/1/2016,4/30/2016,4000,Huawei0416_G8_Plogomoni_interest_Medyanet_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,2000000,4002.84,Externally Managed,Triggers,Selected Sites,2,cpm,0.95,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bZWAAY,-712383591,Xaxis Tv,2/23/2016,2/29/2016,825,Vestel0216_Kusursuz_Vestel_Deneyimi_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,25000,0.26,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cczAAA,1375389348,Xaxis Tv,3/11/2016,3/30/2016,660,GSK0316_Breathe_Right_matrouge_Preroll_MC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Matrouge,20000,660,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.4238,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bZcAAI,-1869813089,Xaxis Display Plus,2/10/2016,2/29/2016,1600,Vodafone0216_Project_Agassi_Bond_interest_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,2000000,773,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042cdGAAQ,-2016550628,Xaxis Tv,3/2/2016,3/30/2016,3500,Vodafone0316_Project_Keops_Crep_Preroll_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Crep Digital,100000,2052,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,-0.0129,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdIAAQ,-45554192,Xaxis Audio Recog,3/18/2016,3/30/2016,3000,Avon0316_Nutra_Digitalmarcom_AudioRecognation_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Digitalmarcom,50000,3000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.375,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042cdeAAA,-1062362744,Xaxis Tv,4/1/2016,4/20/2016,1500,Torku0416_Seker_Ciftlik_Sut_preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,50000,1500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.6667,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bYSAAY,1569345934,Xaxis Display Plus,1/22/2016,1/31/2016,500,Huawei0116_Mate_S_interest_Bond_MX,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,250000,505.97,Externally Managed,Triggers,Selected Sites,2,cpm,0.753,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
006630000042bYXAAY,2052026905,Xaxis Rich Media,2/3/2016,2/4/2016,1125,Bimeks0216_Binlerce_Urun_%5_Bipara_Medyanet_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Medyanet,250000,1125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Interstitial,Digital
006630000042ceiAAA,1545947096,Xaxis Tv,4/27/2016,4/30/2016,1650,Canbebe0416_Lansman_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Acunn,50000,867.97,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Online Video,Digital
006630000042bXqAAI,298534008,Xaxis Display Plus,1/7/2016,1/31/2016,650,ElcaKozmetik0116_Doprhin8_Interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,012i0000001EB0yAAG,Bond Digital,500000,650,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.6154,From spreadsheet: Tracker_2016_3_4_Son_with Salesforce mapping v1.0,Ad Bundles,Digital
