Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Id,Original_Gross_Budget__c
0063100000ejrDAAAY,TurkeyOpp-1063,Xaxis Display Plus,2016-03-01,2016-03-30,50,Burgan0316_Fx_Nokta_interest_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,800,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdhqAAC,800
0063100000ekirQAAQ,TurkeyOpp-338,Xaxis TV,2016-10-11,2016-10-17,0,Tadim1016_Asure_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,30000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe2rAAC,1200
0063100000ejrArAAI,TurkeyOpp-1703,Xaxis Display Plus,2016-01-11,2016-01-31,50,Akbank0116_Wings_Interest_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,500,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdXyAAK,500
0063100000ejrJ9AAI,TurkeyOpp-102,Xaxis Rich Media,2016-05-01,2016-05-15,1250,Vestel0516_Ultra_ince_LCD_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500000,4597,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7281,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe71AAC,10625
0063100000ejrJmAAI,TurkeyOpp-627,Xaxis Display Plus,2016-05-08,2016-05-31,400,Atasay0516_Atasay_Katalog_interest_maxad_MX,Net Cost (Calc Margin),MediaTrader,Maxad,2000,3.6,Externally Managed,Triggers,Selected Sites,1.8,cpc,-110.1111,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdbVAAS,3.6
0063100000ejrCZAAY,TurkeyOpp-2008,Xaxis Rich Media,2016-02-25,2016-02-29,0,Bimeks0216_Binlerce_urune_kdv_kadar_Bi_para_faz3_acunn_intersitital_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,250000,1131.77,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdgIAAS,1125
0063100000ejrCwAAI,TurkeyOpp-923,Xaxis Display Plus,2016-03-18,2016-03-19,125,Beymen0316_HaftaSonu_Memuruz_interest_MEC,Net Cost (Calc Margin),MediaTrader,Memuruz,500000,625,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.8,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdeBAAS,625
0063100000ejrI4AAI,TurkeyOpp-1599,Xaxis TV,2016-04-01,2016-04-30,8719.52,Lactamil0416_Emziren_Anneler_Preroll_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,250000,6934,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,-0.2575,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdseAAC,7500
0063100000ejrJLAAY,TurkeyOpp-283,Xaxis Rich Media,2016-05-20,2016-05-23,500,Teknosa_Turuncu_indirim_20-23_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,200000,850,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe33AAC,850
0063100000ejrAuAAI,TurkeyOpp-123,Xaxis TV,2016-01-15,2016-01-31,250,Bayer0116_Supradyn_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,25000,825,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdcwAAC,825
0063100000ekinNAAQ,TurkeyOpp-1118,Xaxis Rich Media,2016-07-15,2016-07-18,360.07,Teknosa0716_turuncu_indirim_15-18Temmuz_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,200000,656.24,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4513,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe4pAAC,850
0063100000ekilxAAA,TurkeyOpp-1345,Xaxis TV,2016-06-10,2016-06-13,450,Bimeks0616_Onbinlerce_Urunde_Kdv_Kadar_Bi_Para_preroll_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,30000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.55,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdgsAAC,990
0063100000ejrH6AAI,TurkeyOpp-145,Xaxis Look-alike Modelling,2016-03-03,2016-03-30,250,Renault0316_Talisman_Medyanet_LAL_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,2500000,2700,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.9074,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe0UAAS,4500
0063100000ekiluAAA,TurkeyOpp-317,Xaxis Display Plus,2016-06-07,2016-06-13,44.07,KKB0616_Findeks_TVC_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,750000,197.43,Externally Managed,Triggers,Selected Sites,1,cpm,0.7768,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdsRAAS,750
0063100000ejrDJAAY,TurkeyOpp-2321,Xaxis Display Plus,2016-03-01,2016-03-30,975,Akbank0316_Multinational_Bank_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,104800,7240,Externally Managed,Triggers,Selected Sites,100,cpm,0.8653,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdYPAA0,10480
0063100000ekiocAAA,TurkeyOpp-1791,Xaxis Rich Media,2016-08-01,2016-08-31,1750,Beymen0816_Agustos_Medyanet(interstitial)_LAL_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,3500000,6125,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.7143,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Digital,a013100000fKdeyAAC,6125
0063100000ejrHNAAY,TurkeyOpp-1560,Xaxis Rich Media,2016-04-14,2016-04-18,312.5,Teknosa0416_Turuncu_Indirim_Faz2_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,125000,531.25,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe45AAC,531.25
0063100000ekiqjAAA,TurkeyOpp-786,Xaxis Rich Media,2016-09-28,2016-09-30,250,Sepas0916_Online_Elektrik_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,1250,Externally Managed,Triggers,Interstitial,2.5,cpm,0.8,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe1RAAS,1250
0063100000ekiqbAAA,TurkeyOpp-2229,Xaxis Rich Media,2016-09-24,2016-09-30,888.86,Vodafone0916_Godzilla_Contextual_Google_MS,Net Cost (Calc Margin),MediaTrader,Google,1099479,750,Externally Managed,Triggers,Selected Sites,2.5,cpm,-0.1851,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Digital,a013100000fKeCDAA0,2748.7
0063100000ejrBTAAY,TurkeyOpp-2148,Xaxis Rich Media,2016-02-03,2016-02-04,125,Bimeks0216_Binlerce_Urun_%5_Bipara_Medyanet_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,1125,Externally Managed,Triggers,Interstitial,4.5,cpm,0.8889,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdgDAAS,1125
0063100000ejrGtAAI,TurkeyOpp-1128,Xaxis Display Plus,2016-03-24,2016-03-30,101.7,GSK0316_Sensodyne_Hypernova_Bond_interest_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1500000,135.6,Externally Managed,Triggers,Selected Sites,1,cpm,0.25,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdmVAAS,1500
0063100000ekinsAAA,TurkeyOpp-985,Xaxis TV,2016-07-01,2016-07-31,173.38,Shell0716_WTS_Preroll_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,75000,900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8074,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe22AAC,2475
0063100000ejrCQAAY,TurkeyOpp-1130,Xaxis Display Plus,2016-02-01,2016-02-29,151,Arzum0216_Face_Cleasing_Pro_Clickvol_interest_MEC,Net Cost (Calc Margin),MediaTrader,Clickvol,5000,1.21,Externally Managed,Triggers,Selected Sites,1.6,cpc,-123.6697,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdakAAC,8
0063100000ejrD3AAI,TurkeyOpp-243,Xaxis TV,2016-03-01,2016-03-27,500,Dogus0316_Glamour_Midyo_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,100000,3465,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.8557,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdjGAAS,4000
0063100000ekin6AAA,TurkeyOpp-1344,Xaxis Display Plus,2016-06-20,2016-06-30,550,Vodafone0616_Project_Tolkien_Karne_interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,3500000,6000,Externally Managed,Triggers,Selected Sites,2,cpm,0.9083,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeAWAA0,7000
0063100000ekioOAAQ,TurkeyOpp-1377,Xaxis Mobile,2016-08-08,2016-08-21,1500,IKEA0816_Yaz_urunleri_Mobil_Prestitial_Move_MEC,Net Cost (Calc Margin),MediaTrader,Move,500000,5600,Externally Managed,Triggers,Selected Sites,10,cpm,0.7321,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,a013100000fKdqCAAS,5000
0063100000ejrBlAAI,TurkeyOpp-600,Xaxis Rich Media,2016-02-18,2016-02-23,625,Bimeks0216_Binlerce_urune_Kdv_Kadar_Bi_Para_DeskFive_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Desk Five,250000,1175,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4681,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdgNAAS,1125
0063100000ejrB6AAI,TurkeyOpp-1588,Xaxis Display Plus,2016-01-14,2016-01-31,256.19,GSK0116_Sensodyne_Hypernova_Faz2_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,3000000,512.38,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdlVAAS,3000
0063100000ejrHVAAY,TurkeyOpp-2326,Xaxis Rich Media,2016-04-21,2016-04-24,500,Ikea0416_Peak_Day_interstitial_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,3802,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8685,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdpTAAS,4250
0063100000ejrJJAAY,TurkeyOpp-1797,Xaxis TV,2016-05-06,2016-05-21,404.07,Vodafone0516_Cepte_wifi_preroll_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,75000,1539.66,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.7376,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe9zAAC,2250
0063100000ejrB6AAI,TurkeyOpp-26,Xaxis Display Plus,2016-01-14,2016-01-31,121.51,GSK0116_Sensodyne_Hypernova_Faz2_interest_Reklamz_MC,Net Cost (Calc Margin),MediaTrader,Reklamz,2000000,1215.1,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdlUAAS,2000
0063100000ekiqXAAQ,TurkeyOpp-2244,Xaxis Display Plus,2016-09-09,2016-09-30,165.77,Vodafone0916_Adaptive_Tariff_interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,2000000,2397.28,Externally Managed,Triggers,Selected Sites,2,cpm,0.9308,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeBsAAK,4000
0063100000ejrCoAAI,TurkeyOpp-1952,Xaxis Look-alike Modelling,2016-03-08,2016-03-14,393.32,Vodafone0316_DDZ_Digitalm_LAL_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,700,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.4381,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe8nAAC,1600
0063100000ekioYAAQ,TurkeyOpp-840,Xaxis Display Plus,2016-08-11,2016-08-31,300,Akbank0816_NeoKart_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,600000,500,Externally Managed,Triggers,Selected Sites,1,cpm,0.4,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdZPAA0,600
0063100000ekinRAAQ,TurkeyOpp-1502,Xaxis Rich Media,2016-07-28,2016-07-30,750,Gratis_0716_Yil_Donumu_interstitial_medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,12604.83,Externally Managed,Triggers,Interstitial,6,cpm,0.9405,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdkZAAS,9000
0063100000ejrCHAAY,TurkeyOpp-2066,Xaxis TV,2016-02-09,2016-02-29,550,GSK0216_Breathe_Right_Bond_Preroll_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,55000,1030,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.466,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdlpAAC,1815
0063100000ekipqAAA,TurkeyOpp-531,Xaxis Look-alike Modelling,2016-09-23,2016-09-30,48.23,Dormia0916_Lansman_Medikalakademi_LAL_MEC,Net Cost (Calc Margin),MediaTrader,Medikalakademi,0,0,Externally Managed,Triggers,Selected Sites,2.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdjYAAS,0
0063100000ejrHuAAI,TurkeyOpp-439,Xaxis Display Plus,2016-04-08,2016-04-30,399.05,Akbank0416_Fintech_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,1995.25,Externally Managed,Triggers,Selected Sites,1,cpm,0.8,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdYZAA0,2000
0063100000ekisAAAQ,TurkeyOpp-1544,Xaxis Display Plus,2016-10-01,2016-10-31,0,Pandora1016_Aw_Campaign_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,600000,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdz0AAC,1200
0063100000ejrHrAAI,TurkeyOpp-2097,Xaxis Display Plus,2016-04-15,2016-04-30,1812,Akbank_0416_Multinational_Best_Local_contextual_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Google,105000,10480,Externally Managed,Triggers,Selected Sites,100,cpm,0.8271,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdXeAAK,10500
0063100000ejrJGAAY,TurkeyOpp-2287,Xaxis Display Plus,2016-05-01,2016-05-20,176.3,Vodafone0516_Samsung_Heroes_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,3000000,1410.42,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeAFAA0,2400
0063100000ejrJPAAY,TurkeyOpp-1455,Xaxis TV,2016-05-01,2016-05-26,4320,Canbebe0516_Lansman_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,360000,11911.52,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6373,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdiCAAS,11880
0063100000ekimXAAQ,TurkeyOpp-635,Xaxis Look-alike Modelling,2016-06-01,2016-06-30,600,Beymen0616_Haziran_LAL_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,3000000,4222.61,Externally Managed,Triggers,Selected Sites,1.75,cpm,0.8579,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdedAAC,5250
0063100000ejrAwAAI,TurkeyOpp-323,Xaxis TV,2016-01-12,2016-01-31,0,Danone0116_Bebelac_Gold_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,25000,250,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdiwAAC,750
0063100000ekirBAAQ,TurkeyOpp-1490,Xaxis TV,2016-10-01,2016-10-12,0,Akbank1016_ihtiyac_Kredisi_preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,100000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdZsAAK,3300
0063100000ejrH9AAI,TurkeyOpp-1366,Xaxis Rich Media,2016-04-01,2016-04-04,500,Teknosa0416_Turuncu_Indirim_faz1_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,850,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe43AAC,850
0063100000ejrCNAAY,TurkeyOpp-658,TV Sync,2016-02-09,2016-02-29,8750,GSK0216_Paradontax_Clipkit_SYNC_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,250000,15000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.4167,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdm1AAC,15000
0063100000ejrDAAAY,TurkeyOpp-2261,Xaxis Display Plus,2016-03-01,2016-03-30,550,Burgan0316_Fx_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,5500000,4395,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8749,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdhsAAC,8800
0063100000ejrJCAAY,TurkeyOpp-499,Xaxis Rich Media,2016-05-13,2016-05-16,450,Teknosa0516_Turuncu_indirim_13-16_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,300000,1275,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6471,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKe4HAAS,1275
0063100000ekilyAAA,TurkeyOpp-513,Xaxis Display Plus,2016-06-01,2016-06-15,17.9,Atasay0616_Katalog_interest_Digitalm_MX,Net Cost (Calc Margin),MediaTrader,Digitalm,750000,144.73,Externally Managed,Triggers,Selected Sites,1.8,cpm,0.8763,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdbpAAC,1350
0063100000ejrGyAAI,TurkeyOpp-794,Xaxis TV,2016-03-18,2016-03-30,250,Arzum0316_50Yil_Midyo_Preroll_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,50000,3850,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.035,cpv,0.9351,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdaqAAC,1750
0063100000ejrCLAAY,TurkeyOpp-358,Xaxis TV,2016-02-16,2016-02-29,0,GSK0216_Panaheat_Acunn_Preroll_MC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,1025,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdlwAAC,1650
0063100000ekir9AAA,TurkeyOpp-1546,Xaxis Look-alike Modelling,2016-10-11,2016-10-11,0,Renault1016_Megane_Sedane_Lansman_LiveRoom_LAL_Medyanet(interstitial)_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,0,Externally Managed,Triggers,Selected Sites,1.8,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKe0tAAC,900
0063100000ejrBlAAI,TurkeyOpp-740,Xaxis Rich Media,2016-02-18,2016-02-23,0,Bimeks0216_Binlerce_urune_Kdv_Kadar_Bi_Para_Acunn_interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,500000,2250,Externally Managed,Triggers,Interstitial,4.5,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdgLAAS,2250
0063100000ekioEAAQ,TurkeyOpp-942,Xaxis TV,2016-08-05,2016-08-08,278.61,Teknosa016_Turuncu_indirim_5-8Agustos_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,20000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5357,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKe3HAAS,660
0063100000ekioOAAQ,TurkeyOpp-171,Xaxis Mobile,2016-08-08,2016-08-21,700,IKEA0816_Yaz_urunleri_Mobil_Prestitial_Admatic_MEC,Net Cost (Calc Margin),MediaTrader,Admatic,350000,2000,Externally Managed,Triggers,Selected Sites,10,cpm,0.65,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,a013100000fKdqDAAS,3500
0063100000ekioUAAQ,TurkeyOpp-237,Xaxis Display Plus,2016-08-01,2016-08-31,2.33,Dormia0816_Temmuz_interest_Hurriyetemlak_MEC,Net Cost (Calc Margin),MediaTrader,Hurriyetemlak,700000,38.78,Externally Managed,Triggers,Selected Sites,2.5,cpm,0.94,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdjTAAS,1750
0063100000ejrGqAAI,TurkeyOpp-1196,Xaxis TV,2016-03-11,2016-03-30,722,GSK0316_Otribebe_Nokta_Preroll_MC,Net Cost (Calc Margin),MediaTrader,Nokta,65000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.278,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdmOAAS,2145
0063100000ejrAPAAY,TurkeyOpp-818,Xaxis TV,2016-01-08,2016-01-18,0,Karcher_0116_Ocak_Preroll_Acunn_MX,Net Cost (Calc Margin),MediaTrader,Acunn,20000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdrcAAC,660
0063100000ekiqNAAQ,TurkeyOpp-1790,Xaxis Display Plus,2016-09-27,2016-09-30,250,Redbull0916_Student_Occasion_Contextual_Digitals_MEC,Net Cost (Calc Margin),MediaTrader,Digitals,250000,500,Externally Managed,Triggers,Selected Sites,2,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdzdAAC,500
0063100000ekimFAAQ,TurkeyOpp-1059,TV Sync,2016-06-24,2016-06-24,450,Gratis0616_Bayram_Kampanyasi_SYNC_bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,30000,2000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.065,cpv,0.775,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdkwAAC,1950
0063100000ejrIyAAI,TurkeyOpp-2118,Xaxis Display Plus,2016-05-10,2016-05-13,350,Vodafone0516_Fz_Ankara_Konser_interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,700000,560,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeA2AAK,560
0063100000ejrC8AAI,TurkeyOpp-1656,TV Sync,2016-02-09,2016-02-29,8540,Bayer0216_Bepanthol_Skin_Care_Clipkit_SYNC_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,244000,14634,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.4164,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKddAAAS,14640
0063100000ekisYAAQ,TurkeyOpp-2037,Xaxis Rich Media,2016-10-21,2016-10-31,0,EsteeLauder1016_Revitalizing_Supreme_interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,250000,0,Externally Managed,Triggers,Interstitial,4.5,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdk1AAC,1125
0063100000ejrCpAAI,TurkeyOpp-938,Xaxis Rich Media,2016-03-11,2016-03-14,750,Bimeks0316_Kdv_Kadar_Bi_Para_Faz2_Bond_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,300000,1350,Externally Managed,Triggers,Interstitial,4.5,cpm,0.4444,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKdgTAAS,1350
0063100000ekipvAAA,TurkeyOpp-1657,Xaxis Mobile,2016-09-27,2016-09-30,800,BobbiBrown0916_Retouching_Mobil_Rich_Media_Move_MS,Net Cost (Calc Margin),MediaTrader,Move,200000,2000,Externally Managed,Triggers,Interstitial,10,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Interstitial,Mobile,a013100000fKdhEAAS,2000
0063100000ekimPAAQ,TurkeyOpp-1040,Xaxis Rich Media,2016-06-01,2016-06-30,187.5,Zorlu0616_BirHayalBiroyun_interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,150000,622,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6986,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,a013100000fKeEPAA0,637.5
0063100000ejrCrAAI,TurkeyOpp-570,Xaxis Display Plus,2016-03-11,2016-03-18,400,Akbank0316_TradeAll_Digitalm_interest_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,1000,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdYRAA0,1600
0063100000ejrHlAAI,TurkeyOpp-937,Xaxis TV,2016-04-06,2016-04-30,2000,Izocam0416_Lansman_preroll_Digitalmarcom_MS,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,100000,4000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.5,From spreadsheet: Turkey | Campaign Data,Online Video,Video,a013100000fKdr6AAC,4000
0063100000ekipcAAA,TurkeyOpp-625,Xaxis Display Plus,2016-09-09,2016-09-18,511.52,Vodafone0916_Red_Yazlik_Mekanlar_interest_Bannerconnect_MS,Net Cost (Calc Margin),MediaTrader,Bannerconnect,0,0,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKeChAAK,0
0063100000ejrHtAAI,TurkeyOpp-1146,Xaxis Display Plus,2016-04-01,2016-04-30,100,Akbank0416_Click_To_Call_interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,1000,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,a013100000fKdYVAA0,1000
