Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000emtNhAAI,TurkeyOpp-231,TV Sync,2016-05-01,2016-05-15,4000,Bridgestone0516_Bahar_Kampanyasi_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,70000,2481.15,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3797,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4200,012i0000001EB0yAAG
0063100000emtNiAAI,TurkeyOpp-2580,Xaxis Rich Media,2016-05-01,2016-05-15,1022,Bridgestone0516_Imaj_Kampanyasi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,420000,210,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7945,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1785,012i0000001EB0yAAG
0063100000emNz3AAE,TurkeyOpp-1370,Xaxis Rich Media,2016-11-14,2016-11-30,0,Bridgestone1116_Kis_Lastigi_interstitial_Ntv_MC,Net Cost (Calc Margin),MediaTrader,Dogus,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000emNz3AAE,TurkeyOpp-2070,Xaxis Rich Media,2016-11-14,2016-11-30,0,Bridgestone1116_Kis_Lastigi_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,400000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000emNz3AAE,TurkeyOpp-1483,Xaxis Rich Media,2016-11-14,2016-11-30,0,Bridgestone1116_Kis_Lastigi_interstitial_Mynet_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,200000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,850,012i0000001EB0yAAG
0063100000emNz3AAE,TurkeyOpp-1946,Xaxis Rich Media,2016-11-14,2016-11-30,0,Bridgestone1116_Kis_Lastigi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000emNzEAAU,TurkeyOpp-90,Xaxis TV,2016-11-16,2016-12-16,0,Bridgestone1116_Kis_Lastigi_Preroll_Ntv_MC,Net Cost (Calc Margin),MediaTrader,Dogus,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000emNzEAAU,TurkeyOpp-1656,Xaxis TV,2016-11-16,2016-12-16,0,Bridgestone1116_Kis_Lastigi_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,35000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1155,012i0000001EB0yAAG
0063100000emtMJAAY,TurkeyOpp-447,Xaxis Display Plus,2016-04-13,2016-04-30,1382.86,Brisa0416_Lastik_Kampanyasi_interest_Hurriyetemlak_MC,Net Cost (Calc Margin),MediaTrader,Hurriyetemlak,1000000,150,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.8915,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1250,012i0000001EB0yAAG
0063100000emtMJAAY,TurkeyOpp-135,Xaxis Display Plus,2016-04-13,2016-04-30,2145.92,Brisa0416_Lastik_Kampanyasi_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,2000000,858.37,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.6,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2500,012i0000001EB0yAAG
0063100000emtMJAAY,TurkeyOpp-124,Xaxis Display Plus,2016-04-13,2016-04-30,2445.43,Brisa0416_Lastik_Kampanyasi_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,391.27,Externally Managed,Triggers,Selected Sites,1.25,cpm,0.84,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2500,012i0000001EB0yAAG
0063100000emtMKAAY,TurkeyOpp-1310,Xaxis Rich Media,2016-04-14,2016-04-30,6375,Brisa0416_Lastik_Kampanyasi_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,750,Externally Managed,Triggers,Interstitial,4.25,cpm,0.8824,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000fGH3xAAG,TurkeyOpp-1683,Xaxis Rich Media,2016-05-01,2016-05-31,1611,Brisa0516_interstitial_medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,300000,150,Externally Managed,Triggers,Interstitial,4.25,cpm,0.9069,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000emtNcAAI,TurkeyOpp-2468,Xaxis Rich Media,2016-05-01,2016-05-15,1000,Brisa0516_Lastik_interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1500000,3035.96,Externally Managed,Triggers,Interstitial,4.25,cpm,-2.036,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000emtNcAAI,TurkeyOpp-147,Xaxis Rich Media,2016-05-01,2016-05-15,1540,Brisa0516_Lastik_interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1500000,560.28,Externally Managed,Triggers,Interstitial,4.25,cpm,0.6362,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000emtNcAAI,TurkeyOpp-2012,Xaxis Rich Media,2016-05-01,2016-05-15,1000,Brisa0516_Lastik_interstitial_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,2905.04,Externally Managed,Triggers,Interstitial,4.25,cpm,-1.905,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,6375,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-1626,Xaxis Display Plus,2016-03-01,2016-03-30,1600,Burgan0316_Fx_Adhood_interest_MEC,Net Cost (Calc Margin),MediaTrader,Adhood,1000000,150,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9063,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-554,Xaxis Display Plus,2016-03-01,2016-03-30,800,Burgan0316_Fx_Commedya_interest_MEC,Net Cost (Calc Margin),MediaTrader,Commedya,500000,50,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-2027,Xaxis Display Plus,2016-03-01,2016-03-30,800,Burgan0316_Fx_Maxad_interest_MEC,Net Cost (Calc Margin),MediaTrader,Maxad,5000,1500,Externally Managed,Triggers,Selected Sites,1.6,cpc,-0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,8,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-2535,Xaxis Display Plus,2016-03-01,2016-03-30,4395,Burgan0316_Fx_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,5500000,550,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8749,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,8800,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-39,Xaxis Display Plus,2016-03-01,2016-03-30,4000,Burgan0316_Fx_Digitalm_interest_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,3000000,596.21,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8509,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,4800,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-1206,Xaxis Display Plus,2016-03-01,2016-03-30,800,Burgan0316_Fx_Nokta_interest_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,50,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-1847,Xaxis Display Plus,2016-03-01,2016-03-30,2400,Burgan0316_Fx_Memuruz_interest_MEC,Net Cost (Calc Margin),MediaTrader,Memuruz,1500000,353.57,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8527,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2400,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-791,Xaxis Display Plus,2016-03-01,2016-03-30,800,Burgan0316_Fx_hurriyetoto_interest_MEC,Net Cost (Calc Margin),MediaTrader,Hurriyetemlak,500000,75,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9063,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000emtKpAAI,TurkeyOpp-62,Xaxis Display Plus,2016-03-01,2016-03-30,800,Burgan0316_Fx_Ligatus_interest_MEC,Net Cost (Calc Margin),MediaTrader,Ligatus,5000,1763,Externally Managed,Triggers,Selected Sites,1.6,cpc,-1.2038,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,8,012i0000001EB0yAAG
0063100000emtKqAAI,TurkeyOpp-1893,Xaxis Rich Media,2016-03-01,2016-03-30,1365.13,Burgan0316_Fx_Digitalm_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,853.21,Externally Managed,Triggers,Interstitial,4,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2000,012i0000001EB0yAAG
0063100000emtKqAAI,TurkeyOpp-96,Xaxis Rich Media,2016-03-01,2016-03-30,2675,Burgan0316_Fx_Medyanet_Interstitial_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,800000,400,Externally Managed,Triggers,Interstitial,4,cpm,0.8505,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,3200,012i0000001EB0yAAG
0063100000emtJYAAY,TurkeyOpp-1192,Xaxis Display Plus,2016-02-23,2016-02-29,359.12,BurganBank0216_Forex_Bond_interest_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,250,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.3039,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000emtJYAAY,TurkeyOpp-248,Xaxis Display Plus,2016-02-23,2016-02-29,1600,BurganBank0216_Forex_Digitalm_interest_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,1000000,200,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000emtJYAAY,TurkeyOpp-1344,Xaxis Display Plus,2016-02-23,2016-02-29,123,BurganBank0216_Forex_Maxad_interest_MEC,Net Cost (Calc Margin),MediaTrader,Maxad,5000,0,Externally Managed,Triggers,Selected Sites,1.6,cpc,1,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,8,012i0000001EB0yAAG
0063100000emtJYAAY,TurkeyOpp-306,Xaxis Display Plus,2016-02-23,2016-02-29,800,BurganBank0216_Forex_Adhood_interest_MEC,Net Cost (Calc Margin),MediaTrader,Adhood,500000,75,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.9063,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000emtJYAAY,TurkeyOpp-2335,Xaxis Display Plus,2016-02-23,2016-02-29,600,BurganBank0216_Forex_Medyanet_interest_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,1.6,cpm,0.8333,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000emtJYAAY,TurkeyOpp-1841,Xaxis Display Plus,2016-02-23,2016-02-29,123,BurganBank0216_Forex_Ligatus_interest_MEC,Net Cost (Calc Margin),MediaTrader,Ligatus,5000,0,Externally Managed,Triggers,Selected Sites,1.6,cpc,1,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,8,012i0000001EB0yAAG
0063100000emtJZAAY,TurkeyOpp-2598,Xaxis Rich Media,2016-02-23,2016-02-29,960.44,BurganBank0216_Forex_Medyanet_intersitital_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,250000,125,Externally Managed,Triggers,Interstitial,4,cpm,0.8699,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1000,012i0000001EB0yAAG
0063100000emtPeAAI,TurkeyOpp-1075,Xaxis Rich Media,2016-06-24,2016-06-30,1723.26,Burganbank0616_Digital_Kredi_interstitial_medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,250,Externally Managed,Triggers,Interstitial,4,cpm,0.8549,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2000,012i0000001EB0yAAG
0063100000emtVpAAI,TurkeyOpp-172,Xaxis TV,2016-10-01,2016-10-31,12500,Canbebe1016_Preroll_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,278000,5560,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.045,cpv,0.5552,From spreadsheet: Turkey | Campaign Data,Online Video,Video,12510,012i0000001EB0yAAG
0063100000emtVqAAI,TurkeyOpp-448,TV Sync,2016-10-01,2016-10-31,10000,Canbebe1016_SYNC_Clipkit_MEC,Net Cost (Calc Margin),MediaTrader,Clipkit,155000,6510,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.065,cpv,0.349,From spreadsheet: Turkey | Campaign Data,Online Video,Video,10075,012i0000001EB0yAAG
0063100000emtVrAAI,TurkeyOpp-222,Xaxis TV,2016-10-01,2016-10-31,2000,Canbebe1016_Xaxis_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,200000,3000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.045,cpv,-0.5,From spreadsheet: Turkey | Campaign Data,Online Video,Video,9000,012i0000001EB0yAAG
0063100000emtVrAAI,TurkeyOpp-871,Xaxis TV,2016-10-01,2016-10-31,9000,Canbebe1016_Xaxis_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,250000,3000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.045,cpv,0.6667,From spreadsheet: Turkey | Campaign Data,Online Video,Video,11250,012i0000001EB0yAAG
0063100000emtVrAAI,TurkeyOpp-910,Xaxis TV,2016-10-01,2016-10-31,9000,Canbebe1016_Xaxis_Preroll_Fox_MEC,Net Cost (Calc Margin),MediaTrader,Fox,300000,3000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.045,cpv,0.6667,From spreadsheet: Turkey | Campaign Data,Online Video,Video,13500,012i0000001EB0yAAG
0063100000emtVrAAI,TurkeyOpp-420,Xaxis TV,2016-10-01,2016-10-31,0,Canbebe1016_Xaxis_Preroll_Star_MEC,Net Cost (Calc Margin),MediaTrader,Star,100000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.045,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4500,012i0000001EB0yAAG
0063100000emtN7AAI,TurkeyOpp-8,Xaxis TV,2016-04-27,2016-04-30,1090.09,Canbebe0416_Lansman_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,30000,360,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6698,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000emtN7AAI,TurkeyOpp-812,Xaxis TV,2016-04-27,2016-04-30,867.97,Canbebe0416_Lansman_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,263.02,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000emtNzAAI,TurkeyOpp-991,Xaxis TV,2016-05-01,2016-05-26,2410.1,Canbebe0516_Lansman_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,200000,1000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5851,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6600,012i0000001EB0yAAG
0063100000emtNzAAI,TurkeyOpp-1630,Xaxis TV,2016-05-01,2016-05-26,11911.52,Canbebe0516_Lansman_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,360000,4320,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6373,From spreadsheet: Turkey | Campaign Data,Online Video,Video,11880,012i0000001EB0yAAG
0063100000emtNzAAI,TurkeyOpp-1729,Xaxis TV,2016-05-01,2016-05-26,2437.84,Canbebe0516_Lansman_Preroll_Matrouge_MEC,Net Cost (Calc Margin),MediaTrader,Matrouge,70000,1500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.3847,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2310,012i0000001EB0yAAG
0063100000emtNzAAI,TurkeyOpp-1777,Xaxis TV,2016-05-01,2016-05-26,2927.43,Canbebe0516_Lansman_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,230000,443.55,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Turkey | Campaign Data,Online Video,Video,7590,012i0000001EB0yAAG
0063100000emtNzAAI,TurkeyOpp-383,Xaxis TV,2016-05-01,2016-05-26,3313.53,Canbebe0516_Lansman_Preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8189,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtTuAAI,TurkeyOpp-1784,Xaxis TV,2016-09-23,2016-09-30,10000,Canbebe0916_Eylul_DM_Preroll_Digitalmarcom_MEC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,225000,4500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.04,cpv,0.55,From spreadsheet: Turkey | Campaign Data,Online Video,Video,9000,012i0000001EB0yAAG
0063100000emtTvAAI,TurkeyOpp-1788,Xaxis TV,2016-09-23,2016-09-30,3300,Canbebe0916_Eylul_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,100000,1216.91,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6312,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtTvAAI,TurkeyOpp-1189,Xaxis TV,2016-09-23,2016-09-30,5400,Canbebe0916_Eylul_Preroll_Star_MEC,Net Cost (Calc Margin),MediaTrader,Star,200000,2000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6296,From spreadsheet: Turkey | Campaign Data,Online Video,Video,6600,012i0000001EB0yAAG
0063100000emtTvAAI,TurkeyOpp-1669,Xaxis TV,2016-09-23,2016-09-30,8000,Canbebe0916_Eylul_Preroll_Nokta_MEC,Net Cost (Calc Margin),MediaTrader,Nokta,250000,3000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.625,From spreadsheet: Turkey | Campaign Data,Online Video,Video,8250,012i0000001EB0yAAG
0063100000emtTvAAI,TurkeyOpp-1549,Xaxis TV,2016-09-23,2016-09-30,3300,Canbebe0916_Eylul_Preroll_Midyo_MEC,Net Cost (Calc Margin),MediaTrader,Midyo,100000,500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000emtTvAAI,TurkeyOpp-2055,Xaxis TV,2016-09-23,2016-09-30,5000,Canbebe0916_Eylul_Preroll_Fox_MEC,Net Cost (Calc Margin),MediaTrader,Fox,150000,1500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4950,012i0000001EB0yAAG
0063100000emtTwAAI,TurkeyOpp-2030,TV Sync,2016-09-23,2016-09-30,10000,Canbebe0916_Eylul_Clipkit_SYNC_MEC,Net Cost (Calc Margin),MediaTrader,Clipkit,155000,6510,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.065,cpv,0.349,From spreadsheet: Turkey | Campaign Data,Online Video,Video,10075,012i0000001EB0yAAG
0063100000emtO9AAI,TurkeyOpp-2290,TV Sync,2016-05-20,2016-05-31,8075,Carrefoursa0516_Euro_2016_Sync_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,50000,3750,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.1,cpv,0.5356,From spreadsheet: Turkey | Campaign Data,Online Video,Video,5000,012i0000001EB0yAAG
0063100000emtPfAAI,TurkeyOpp-107,TV Sync,2016-06-01,2016-06-30,6925.6,Carrefoursa0616_Euro_2016_Sync_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,100000,6447.38,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.1,cpv,0.0691,From spreadsheet: Turkey | Campaign Data,Online Video,Video,10000,012i0000001EB0yAAG
0063100000emtSxAAI,TurkeyOpp-484,Xaxis TV,2016-09-06,2016-09-30,3000,Carrefoursa0916_Back_to_School_Audio_Recognation_Digitalmarcom_MC,Net Cost (Calc Margin),MediaTrader,Digitalmarcom,50000,1900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3667,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3000,012i0000001EB0yAAG
0063100000emtUaAAI,TurkeyOpp-1333,Xaxis TV,2016-10-11,2016-10-20,2850,CarrefourSA1016_Asure_Preroll_Sozcu_MC,Net Cost (Calc Margin),MediaTrader,Sozcu,75000,750,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.038,cpv,0.7368,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2850,012i0000001EB0yAAG
0063100000emtUaAAI,TurkeyOpp-876,Xaxis TV,2016-10-11,2016-10-20,2850,CarrefourSA1016_Asure_Preroll_Fox_MC,Net Cost (Calc Margin),MediaTrader,Fox,75000,750,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.038,cpv,0.7368,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2850,012i0000001EB0yAAG
0063100000emtUaAAI,TurkeyOpp-441,Xaxis TV,2016-10-11,2016-10-20,2850,CarrefourSA1016_Asure_Preroll_Star_MC,Net Cost (Calc Margin),MediaTrader,Star,75000,750,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.038,cpv,0.7368,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2850,012i0000001EB0yAAG
0063100000emtUaAAI,TurkeyOpp-1059,Xaxis TV,2016-10-11,2016-10-20,1900,CarrefourSA1016_Asure_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,736.49,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.038,cpv,0.6124,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1900,012i0000001EB0yAAG
0063100000emtUaAAI,TurkeyOpp-564,Xaxis TV,2016-10-11,2016-10-20,1549.98,CarrefourSA1016_Asure_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,75000,900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.038,cpv,0.4193,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2850,012i0000001EB0yAAG
0063100000emtTnAAI,TurkeyOpp-1676,Xaxis Display Plus,2016-09-27,2016-09-30,0,Castrol0916_Carama_LAL_Maxad_MS,Net Cost (Calc Margin),MediaTrader,Maxad,1000,0,Externally Managed,Triggers,Selected Sites,2,cpc,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2,012i0000001EB0yAAG
0063100000emtTnAAI,TurkeyOpp-913,Xaxis Display Plus,2016-09-27,2016-09-30,700,Castrol0916_Carama_LAL_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,100,Externally Managed,Triggers,Selected Sites,2,cpm,0.8571,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000emtTnAAI,TurkeyOpp-1037,Xaxis Display Plus,2016-09-27,2016-09-30,1500,Castrol0916_Carama_LAL_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,750000,75,Externally Managed,Triggers,Selected Sites,2,cpm,0.95,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000emtTnAAI,TurkeyOpp-1033,Xaxis Display Plus,2016-09-27,2016-09-30,150,Castrol0916_Carama_LAL_Google_MS,Net Cost (Calc Margin),MediaTrader,Google,75663,45.91,Externally Managed,Triggers,Selected Sites,2,cpm,0.694,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,151.33,012i0000001EB0yAAG
0063100000emtTnAAI,TurkeyOpp-54,Xaxis Display Plus,2016-09-27,2016-09-30,0,Castrol0916_Carama_LAL_Bannerconnect_MS,Net Cost (Calc Margin),MediaTrader,Bannerconnect,0,26.36,Externally Managed,Triggers,Selected Sites,2,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000emtTnAAI,TurkeyOpp-436,Xaxis Display Plus,2016-09-27,2016-09-30,150,Castrol0916_Carama_LAL_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,1250000,86.09,Externally Managed,Triggers,Selected Sites,2,cpm,0.4261,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2500,012i0000001EB0yAAG
0063100000emtIKAAY,TurkeyOpp-1536,Xaxis Rich Media,2016-01-06,2016-01-31,0,Clinique_0116_Ocak_interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,200000,0,Externally Managed,Triggers,Interstitial,0,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,0,012i0000001EB0yAAG
0063100000emtIKAAY,TurkeyOpp-2194,Xaxis Rich Media,2016-01-06,2016-01-31,0,Clinique_0116_Ocak_interstitial_Sem_MS,Net Cost (Calc Margin),MediaTrader,Sem Digital,50000,10,Externally Managed,Triggers,Interstitial,0,cpm,0,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,0,012i0000001EB0yAAG
