Opportunity__c,External_ID__c,Product_Detail__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,Supplier_Name__c,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Current_Margin__c,Current_Margin_Explanation__c,Formats__c,Media_Code__c,Original_Gross_Budget__c,RecordTypeId
0063100000ejrAeAAI,TurkeyOpp-1543,Xaxis TV,2016-01-18,2016-01-31,2476.65,DogusCay0116_Chips_Master_Preroll_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,75000,450,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8183,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2475,012i0000001EB0yAAG
0063100000ejrAeAAI,TurkeyOpp-503,Xaxis TV,2016-01-18,2016-01-31,1493.94,DogusCay0116_Chips_Master_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,100000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000ejrAeAAI,TurkeyOpp-1693,Xaxis TV,2016-01-18,2016-01-31,2732.57,DogusCay0116_Chips_Master_Preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,Midyo,80000,400,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8536,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2640,012i0000001EB0yAAG
0063100000ejrAeAAI,TurkeyOpp-2223,Xaxis TV,2016-01-18,2016-01-31,1297,DogusCay0116_Chips_Master_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,50000,500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6145,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrAfAAI,TurkeyOpp-1379,Xaxis Display Plus,2016-01-29,2016-01-31,0,ElcaKozmetik_MK_Ligatus2,Net Cost (Calc Margin),MediaTrader,Ligatus,3121,936,Externally Managed,Triggers,Selected Sites,0,cpc,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,0,012i0000001EB0yAAG
0063100000ejrAgAAI,TurkeyOpp-2232,Xaxis Display Plus,2016-01-07,2016-01-31,650,ElcaKozmetik0116_Doprhin8_Interest_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,500000,50,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9231,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,650,012i0000001EB0yAAG
0063100000ejrAgAAI,TurkeyOpp-534,Xaxis Display Plus,2016-01-07,2016-01-31,556,ElcaKozmetik0116_Doprhin8_Interest_Adinteraction_MS,Net Cost (Calc Margin),MediaTrader,Adinteraction,1000000,150,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.7302,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1300,012i0000001EB0yAAG
0063100000ejrAgAAI,TurkeyOpp-1385,Xaxis Display Plus,2016-01-07,2016-01-31,650,ElcaKozmetik0116_Doprhin8_Interest_Nokta_MS,Net Cost (Calc Margin),MediaTrader,Nokta,500000,50,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9231,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,650,012i0000001EB0yAAG
0063100000ejrAgAAI,TurkeyOpp-2052,Xaxis Display Plus,2016-01-07,2016-01-31,130,ElcaKozmetik0116_Doprhin8_Interest_Reklamz_MS,Net Cost (Calc Margin),MediaTrader,Reklamz,100000,6.38,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.9509,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,130,012i0000001EB0yAAG
0063100000ejrAgAAI,TurkeyOpp-1775,Xaxis Display Plus,2016-01-07,2016-01-31,650,ElcaKozmetik0116_Doprhin8_Interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,250,Externally Managed,Triggers,Selected Sites,1.3,cpm,0.6154,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,650,012i0000001EB0yAAG
0063100000ejrAhAAI,TurkeyOpp-892,Xaxis Rich Media,2016-01-11,2016-01-31,3200,ElcaKozmetik0116_Dorphin8_Interstitial_Acunn_MS,Net Cost (Calc Margin),MediaTrader,Acunn,800000,0,Externally Managed,Triggers,Interstitial,4,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,3200,012i0000001EB0yAAG
0063100000ejrAhAAI,TurkeyOpp-2108,Xaxis Rich Media,2016-01-11,2016-01-31,2800,ElcaKozmetik0116_Dorphin8_Interstitial_Medyanet_MS,Net Cost (Calc Margin),MediaTrader,Medyanet,700000,350,Externally Managed,Triggers,Interstitial,4,cpm,0.875,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2800,012i0000001EB0yAAG
0063100000ejrAhAAI,TurkeyOpp-1429,Xaxis Rich Media,2016-01-11,2016-01-31,2000,ElcaKozmetik0116_Dorphin8_Interstitial_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,1250,Externally Managed,Triggers,Interstitial,4,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,2000,012i0000001EB0yAAG
0063100000ejrAiAAI,TurkeyOpp-1959,Xaxis Display Plus,2016-01-07,2016-01-31,3000,ElcaKozmetik0116_Dorphin8_Pin_Popmarker_MS,Net Cost (Calc Margin),MediaTrader,Popmarker,2000000,2000,Externally Managed,Triggers,Selected Sites,3,cpm,0.3333,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,6000,012i0000001EB0yAAG
0063100000ejrAjAAI,TurkeyOpp-743,Xaxis Rich Media,2016-01-29,2016-01-31,808.38,Teknosa0116_Turuncu_Indirim_Faz5_Interstitial_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,300000,675,Externally Managed,Triggers,Interstitial,4.25,cpm,0.165,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1275,012i0000001EB0yAAG
0063100000ejrAkAAI,TurkeyOpp-1613,Xaxis Rich Media,2016-01-29,2016-01-31,1078,Teknosa0116_Turuncu_Indirim_Faz5_Interstitial_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,400000,0,Externally Managed,Triggers,Interstitial,4.25,cpm,1,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,1700,012i0000001EB0yAAG
0063100000ejrAkAAI,TurkeyOpp-158,Xaxis Rich Media,2016-01-29,2016-01-31,1275,Teknosa0116_Turuncu_Indirim_Faz5_Interstitial_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,800000,349.86,Externally Managed,Triggers,Interstitial,4.25,cpm,0.7256,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,3400,012i0000001EB0yAAG
0063100000ejrAlAAI,TurkeyOpp-1328,Xaxis Display Plus,2016-01-08,2016-01-31,561.04,Ford0116_EkoServis_Interest_Adhood_MS,Net Cost (Calc Margin),MediaTrader,Adhood,400000,60,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.8931,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,560,012i0000001EB0yAAG
0063100000ejrAlAAI,TurkeyOpp-1197,Xaxis Display Plus,2016-01-08,2016-01-31,223.82,Ford0116_EkoServis_Interest_Digitalm_MS,Net Cost (Calc Margin),MediaTrader,Digitalm,500000,60.55,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.7295,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,700,012i0000001EB0yAAG
0063100000ejrAlAAI,TurkeyOpp-21,Xaxis Display Plus,2016-01-08,2016-01-31,290.75,Ford0116_EkoServis_Interest_Bond_MS,Net Cost (Calc Margin),MediaTrader,Bond Digital,500000,175.27,Externally Managed,Triggers,Selected Sites,1.4,cpm,0.3972,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,700,012i0000001EB0yAAG
0063100000ejrAlAAI,TurkeyOpp-1730,Xaxis Display Plus,2016-01-08,2016-01-31,70.55,Ford0116_EkoServis_Interest_Appnexus_MS,Net Cost (Calc Margin),MediaTrader,Appnexus,200000,250,Externally Managed,Triggers,Selected Sites,1.4,cpm,-2.5434,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,280,012i0000001EB0yAAG
0063100000ejrAmAAI,TurkeyOpp-305,Xaxis Display Plus,2016-01-01,2016-01-31,721.25,Akbank0116_MTV_Interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,1000000,450.78,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.375,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000ejrAmAAI,TurkeyOpp-1814,Xaxis Display Plus,2016-01-01,2016-01-31,1188,Akbank0116_MTV_Interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,378.18,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.6817,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1600,012i0000001EB0yAAG
0063100000ejrAmAAI,TurkeyOpp-2026,Xaxis Display Plus,2016-01-01,2016-01-31,802.39,Akbank0116_MTV_Interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,0.8,cpm,0.8754,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,800,012i0000001EB0yAAG
0063100000ejrAnAAI,TurkeyOpp-62,Xaxis Mobile,2016-01-22,2016-01-31,2000,Akbank0116_Direk_Kredi_Mobil_Move_MC,Net Cost (Calc Margin),MediaTrader,Move,267000,534,Externally Managed,Triggers,Selected Sites,7.5,cpm,0.733,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Mobile,2002.5,012i0000001EB0yAAG
0063100000ejrAoAAI,TurkeyOpp-1619,Xaxis TV,2016-01-18,2016-01-31,1448,Akbank0116_Direk_Kredi_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,50000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5856,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrAoAAI,TurkeyOpp-1215,Xaxis TV,2016-01-18,2016-01-31,1552.25,Akbank0116_Direk_Kredi_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrApAAI,TurkeyOpp-903,Xaxis Display Plus,2016-01-11,2016-01-31,1000,Akbank0116_Kobi_Danismanlik_Interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,1000000,100,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1000,012i0000001EB0yAAG
0063100000ejrApAAI,TurkeyOpp-723,Xaxis Display Plus,2016-01-11,2016-01-31,1000,Akbank0116_Kobi_Danismanlik_Interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,1500000,300,Externally Managed,Triggers,Selected Sites,1,cpm,0.7,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,1500,012i0000001EB0yAAG
0063100000ejrAqAAI,TurkeyOpp-1500,Xaxis Display Plus,2016-01-11,2016-01-31,0,Akbank0116_Multinational_Best_Locak_Interest_Appnexus_MC,Net Cost (Calc Margin),MediaTrader,Appnexus,104800,900,Externally Managed,Triggers,Selected Sites,100,cpm,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,10480,012i0000001EB0yAAG
0063100000ejrArAAI,TurkeyOpp-1703,Xaxis Display Plus,2016-01-11,2016-01-31,500,Akbank0116_Wings_Interest_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,500000,50,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,500,012i0000001EB0yAAG
0063100000ejrArAAI,TurkeyOpp-1186,Xaxis Display Plus,2016-01-11,2016-01-31,1500,Akbank0116_Wings_Interest_Medyanet_MC,Net Cost (Calc Margin),MediaTrader,Medyanet,2000000,200,Externally Managed,Triggers,Selected Sites,1,cpm,0.8667,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ejrAsAAI,TurkeyOpp-490,Xaxis TV,2016-01-11,2016-01-31,2761.7,Bayer0116_Bepanthol_Skin_Care_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,150000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4950,012i0000001EB0yAAG
0063100000ejrAsAAI,TurkeyOpp-972,Xaxis TV,2016-01-11,2016-01-31,1703.39,Bayer0116_Bepanthol_Skin_Care_Preroll_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,50000,300,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8239,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrAsAAI,TurkeyOpp-313,Xaxis TV,2016-01-11,2016-01-31,1671.91,Bayer0116_Bepanthol_Skin_Care_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,50000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6411,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrAsAAI,TurkeyOpp-1981,Xaxis TV,2016-01-11,2016-01-31,934.33,Bayer0116_Bepanthol_Skin_Care_Preroll_Adinteraction_MC,Net Cost (Calc Margin),MediaTrader,Adinteraction,25000,275,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.7057,From spreadsheet: Turkey | Campaign Data,Online Video,Video,825,012i0000001EB0yAAG
0063100000ejrAtAAI,TurkeyOpp-136,TV Sync,2016-01-15,2016-01-31,14634,Bayer0116_Bepanthol_Skin_Care_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,244000,9516,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.3497,From spreadsheet: Turkey | Campaign Data,Online Video,Video,14640,012i0000001EB0yAAG
0063100000ejrAuAAI,TurkeyOpp-123,Xaxis TV,2016-01-15,2016-01-31,825,Bayer0116_Supradyn_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,25000,250,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.697,From spreadsheet: Turkey | Campaign Data,Online Video,Video,825,012i0000001EB0yAAG
0063100000ejrAuAAI,TurkeyOpp-1364,Xaxis TV,2016-01-15,2016-01-31,825,Bayer0116_Supradyn_Preroll_Midyo_MC,Net Cost (Calc Margin),MediaTrader,Midyo,25000,125,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.8485,From spreadsheet: Turkey | Campaign Data,Online Video,Video,825,012i0000001EB0yAAG
0063100000ejrAuAAI,TurkeyOpp-1881,Xaxis TV,2016-01-15,2016-01-31,1650,Bayer0116_Supradyn_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,50000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrAuAAI,TurkeyOpp-1616,Xaxis TV,2016-01-15,2016-01-31,1700,Bayer0116_Supradyn_Preroll_Commedya_MC,Net Cost (Calc Margin),MediaTrader,Commedya,100000,2000,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,-0.1765,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000ejrAvAAI,TurkeyOpp-1958,TV Sync,2016-01-15,2016-01-31,19512,Bayer0116_Supradyn_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,325200,12682.8,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.35,From spreadsheet: Turkey | Campaign Data,Online Video,Video,19512,012i0000001EB0yAAG
0063100000ejrAwAAI,TurkeyOpp-588,Xaxis TV,2016-01-12,2016-01-31,300,Danone0116_Bebelac_Gold_Preroll_Bond_MEC,Net Cost (Calc Margin),MediaTrader,Bond Digital,10000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,300,012i0000001EB0yAAG
0063100000ejrAwAAI,TurkeyOpp-323,Xaxis TV,2016-01-12,2016-01-31,250,Danone0116_Bebelac_Gold_Preroll_Acunn_MEC,Net Cost (Calc Margin),MediaTrader,Acunn,25000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,750,012i0000001EB0yAAG
0063100000ejrAwAAI,TurkeyOpp-1514,Xaxis TV,2016-01-12,2016-01-31,450,Danone0116_Bebelac_Gold_Preroll_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,15000,90,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.03,cpv,0.8,From spreadsheet: Turkey | Campaign Data,Online Video,Video,450,012i0000001EB0yAAG
0063100000ejrAxAAI,TurkeyOpp-1838,Xaxis Display Plus,2016-01-19,2016-01-31,563,Danone0116_Bebelac_Gold_Superiority_Contextual_Medyanet_MEC,Net Cost (Calc Margin),MediaTrader,Medyanet,350000,35,Externally Managed,Triggers,Selected Sites,2.4,cpm,0.9378,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,840,012i0000001EB0yAAG
0063100000ejrAxAAI,TurkeyOpp-1168,Xaxis Display Plus,2016-01-19,2016-01-31,752.12,Danone0116_Bebelac_Gold_Superiority_Contextual_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,300000,60,Externally Managed,Triggers,Selected Sites,2.4,cpm,0.9202,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,720,012i0000001EB0yAAG
0063100000ejrAxAAI,TurkeyOpp-1319,Xaxis Display Plus,2016-01-19,2016-01-31,185.65,Danone0116_Bebelac_Gold_Superiority_Contextual_Reklamz_MEC,Net Cost (Calc Margin),MediaTrader,Reklamz,225000,7.74,Externally Managed,Triggers,Selected Sites,2.4,cpm,0.9583,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,540,012i0000001EB0yAAG
0063100000ejrAyAAI,TurkeyOpp-132,Xaxis TV,2016-01-19,2016-01-31,23.23,Danone0116_Bebelac_Gold_Superiorty_Preroll_Clikvol_MEC,Net Cost (Calc Margin),MediaTrader,Clickvol,25000,10.56,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.5455,From spreadsheet: Turkey | Campaign Data,Online Video,Video,825,012i0000001EB0yAAG
0063100000ejrAyAAI,TurkeyOpp-867,Xaxis TV,2016-01-19,2016-01-31,1477,Danone0116_Bebelac_Gold_Superiorty_Preroll_Vidyoda_MEC,Net Cost (Calc Margin),MediaTrader,Vidyoda,50000,500,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6615,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrAzAAI,TurkeyOpp-1799,Xaxis Rich Media,2016-01-29,2016-01-31,425,Ikea0116_Somestr_Interstitial_Digitalm_MEC,Net Cost (Calc Margin),MediaTrader,Digitalm,100000,250,Externally Managed,Triggers,Interstitial,4.25,cpm,0.4118,From spreadsheet: Turkey | Campaign Data,Interstitial,Digital,425,012i0000001EB0yAAG
0063100000ejrB0AAI,TurkeyOpp-1219,Xaxis TV,2016-01-29,2016-01-31,4187,Nike0216_BFI_Faz2_Clipkit_Seeding_MS,Net Cost (Calc Margin),MediaTrader,Clipkit,6250,2812,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.6,cpc,0.3284,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3.75,012i0000001EB0yAAG
0063100000ejrB1AAI,TurkeyOpp-1069,Xaxis TV,2016-01-08,2016-01-31,4340,GSK0116_Breath_Right_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,150000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,4950,012i0000001EB0yAAG
0063100000ejrB1AAI,TurkeyOpp-2322,Xaxis TV,2016-01-08,2016-01-31,1661.42,GSK0116_Breath_Right_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,50000,600,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6389,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1650,012i0000001EB0yAAG
0063100000ejrB1AAI,TurkeyOpp-1248,Xaxis TV,2016-01-08,2016-01-31,0,GSK0116_Breath_Right_Preroll_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,20000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0,From spreadsheet: Turkey | Campaign Data,Online Video,Video,660,012i0000001EB0yAAG
0063100000ejrB2AAI,TurkeyOpp-364,Xaxis TV,2016-01-08,2016-01-31,3020,GSK0116_Corega_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,100000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3300,012i0000001EB0yAAG
0063100000ejrB2AAI,TurkeyOpp-247,Xaxis TV,2016-01-08,2016-01-31,990,GSK0116_Corega_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,30000,360,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6364,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000ejrB2AAI,TurkeyOpp-1718,Xaxis TV,2016-01-08,2016-01-31,990,GSK0116_Corega_Preroll_Adinteraction_MC,Net Cost (Calc Margin),MediaTrader,Adinteraction,30000,330,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6667,From spreadsheet: Turkey | Campaign Data,Online Video,Video,990,012i0000001EB0yAAG
0063100000ejrB3AAI,TurkeyOpp-1464,Xaxis TV,2016-01-15,2016-01-31,1068.58,GSK0116_Panaheat_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,51000,612,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.4273,From spreadsheet: Turkey | Campaign Data,Online Video,Video,1683,012i0000001EB0yAAG
0063100000ejrB3AAI,TurkeyOpp-1470,Xaxis TV,2016-01-15,2016-01-31,2232.15,GSK0116_Panaheat_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,110000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,3630,012i0000001EB0yAAG
0063100000ejrB4AAI,TurkeyOpp-683,Xaxis TV,2016-01-12,2016-01-31,2448.35,GSK0116_Paradontax_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,75000,900,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6324,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2475,012i0000001EB0yAAG
0063100000ejrB4AAI,TurkeyOpp-1308,Xaxis TV,2016-01-12,2016-01-31,2625,GSK0116_Paradontax_Preroll_Acunn_MC,Net Cost (Calc Margin),MediaTrader,Acunn,175000,0,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,1,From spreadsheet: Turkey | Campaign Data,Online Video,Video,5775,012i0000001EB0yAAG
0063100000ejrB5AAI,TurkeyOpp-83,TV Sync,2016-01-12,2016-01-31,19999.98,GSK0116_Hypernova_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,333333,12999.99,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.35,From spreadsheet: Turkey | Campaign Data,Online Video,Video,19999.98,012i0000001EB0yAAG
0063100000ejrB5AAI,TurkeyOpp-1644,TV Sync,2016-01-12,2016-01-31,15000,GSK0116_Paradontax_SYNC_Clipkit_MC,Net Cost (Calc Margin),MediaTrader,Clipkit,250000,9750,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.06,cpv,0.35,From spreadsheet: Turkey | Campaign Data,Online Video,Video,15000,012i0000001EB0yAAG
0063100000ejrB6AAI,TurkeyOpp-26,Xaxis Display Plus,2016-01-14,2016-01-31,1215.1,GSK0116_Sensodyne_Hypernova_Faz2_interest_Reklamz_MC,Net Cost (Calc Margin),MediaTrader,Reklamz,2000000,121.51,Externally Managed,Triggers,Selected Sites,1,cpm,0.9,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ejrB6AAI,TurkeyOpp-488,Xaxis Display Plus,2016-01-14,2016-01-31,3202.62,GSK0116_Sensodyne_Hypernova_Faz2_interest_Digitalm_MC,Net Cost (Calc Margin),MediaTrader,Digitalm,2000000,400,Externally Managed,Triggers,Selected Sites,1,cpm,0.8751,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,2000,012i0000001EB0yAAG
0063100000ejrB6AAI,TurkeyOpp-1841,Xaxis Display Plus,2016-01-14,2016-01-31,0,GSK0116_Sensodyne_Hypernova_Faz2_interest_Ligatus_MC,Net Cost (Calc Margin),MediaTrader,Ligatus,5000,1500,Externally Managed,Triggers,Selected Sites,1,cpc,0,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,5,012i0000001EB0yAAG
0063100000ejrB6AAI,TurkeyOpp-273,Xaxis Display Plus,2016-01-14,2016-01-31,137.55,GSK0116_Sensodyne_Hypernova_Faz2_interest_Clickvol_MC,Net Cost (Calc Margin),MediaTrader,Clickvol,500000,68.78,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,500,012i0000001EB0yAAG
0063100000ejrB6AAI,TurkeyOpp-1588,Xaxis Display Plus,2016-01-14,2016-01-31,512.38,GSK0116_Sensodyne_Hypernova_Faz2_interest_Bond_MC,Net Cost (Calc Margin),MediaTrader,Bond Digital,3000000,256.19,Externally Managed,Triggers,Selected Sites,1,cpm,0.5,From spreadsheet: Turkey | Campaign Data,Ad Bundles,Display,3000,012i0000001EB0yAAG
0063100000ejrB7AAI,TurkeyOpp-2038,Xaxis TV,2016-01-01,2016-01-31,2316.53,GSK0116_Sensodyne_Hypernova_Preroll_Nokta_MC,Net Cost (Calc Margin),MediaTrader,Nokta,70000,840,Externally Managed,Triggers,Pre/Mid/Post Rolls RON,0.033,cpv,0.6374,From spreadsheet: Turkey | Campaign Data,Online Video,Video,2310,012i0000001EB0yAAG
